type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
reads	500000	all	8	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.83673	0.90318	0.88629	0.93159	11486	38	232656.2	3719.8	0.81406	0.86864
reads	500000	all	8	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.84185	0.90287	0.89174	0.93135	11606	41	225471.266666667	5004.73333333333	0.83089	0.8833
reads	500000	all	8	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.86216	0.9095	0.90529	0.93371	11583	41	244769.066666667	3625.13333333333	0.83044	0.88093
molecules	500000	all	8	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.88231	0.93672	0.90454	0.93996	11486	38	28136.4666666667	394.333333333333	0.95366	0.93561
molecules	500000	all	8	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.87583	0.94734	0.89697	0.94143	11606	41	31320.6	654.933333333333	0.95877	0.94239
molecules	500000	all	8	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.89913	0.95814	0.92018	0.97256	11583	41	34659.2666666667	494	0.95951	0.94398
reads	500000	all	9	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.84541	0.86643	0.89729	0.90012	11473	41	240104.533333333	3872.06666666667	0.81846	0.8766
reads	500000	all	9	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.83105	0.95518	0.88275	0.95787	11533	41	221839.4	6136.86666666667	0.82095	0.87938
reads	500000	all	9	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.85024	0.85757	0.8984	0.92596	11540	37	235129.4	4095.06666666667	0.82622	0.87907
molecules	500000	all	9	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.88671	0.91943	0.91009	0.91741	11472	41	28334.4666666667	401.8	0.95041	0.931
molecules	500000	all	9	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.87318	0.97563	0.89289	0.96287	11533	41	27574.2666666667	687.2	0.95465	0.93728
molecules	500000	all	9	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.89041	0.91624	0.91159	0.93826	11540	37	29424.3333333333	501.733333333333	0.9546	0.93699
reads	500000	all	10	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.84245	0.90844	0.89294	0.9278	11521	39	238808.466666667	3907.06666666667	0.81629	0.87603
reads	500000	all	10	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.84544	0.95276	0.8932	0.95784	11589	41	233569.6	5147.6	0.8268	0.88422
reads	500000	all	10	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.8537	0.86942	0.90124	0.90828	11540	38	240642.8	3838.73333333333	0.82518	0.87832
molecules	500000	all	10	15	NA19101	r1	0	1	12192	12192	43	43	80	80	0.88444	0.93347	0.907	0.92486	11520	39	28616.1333333333	402.8	0.95367	0.93439
molecules	500000	all	10	15	NA19101	r2	0	1	12192	12192	43	43	70	70	0.87857	0.96703	0.89754	0.95497	11589	41	30706.9333333333	639.4	0.95649	0.94085
molecules	500000	all	10	15	NA19101	r3	0	1	12192	12192	43	43	51	51	0.89174	0.92693	0.91408	0.94024	11540	38	31401.6	495.466666666667	0.95367	0.93634
reads	500000	lower	1	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.60767	0.41422	0.6538	0.48579	5332	16	14647.6	33.8	0.61382	0.64367
reads	500000	lower	1	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63855	0.52012	0.69571	0.51889	5558	21	16218.6	46.4	0.6256	0.68299
reads	500000	lower	1	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.61349	0.76778	0.66717	0.74967	5410	21	13763.2666666667	50.6666666666667	0.61522	0.64221
molecules	500000	lower	1	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.63181	0.50542	0.68661	0.61536	5332	16	1925.86666666667	3.8	0.78361	0.78372
molecules	500000	lower	1	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.65207	0.58071	0.70177	0.52225	5558	21	2565.06666666667	7.73333333333333	0.82711	0.83673
molecules	500000	lower	1	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.6352	0.63336	0.70004	0.74073	5410	20	2016.8	5.33333333333333	0.80464	0.80042
reads	500000	lower	2	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.63888	0.38435	0.68864	0.51091	5493	16	14642.1333333333	25.2666666666667	0.62571	0.66004
reads	500000	lower	2	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.6289	0.80095	0.67984	0.80784	5506	20	16523.0666666667	54.0666666666667	0.62807	0.68559
reads	500000	lower	2	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.64742	0.38384	0.69411	0.59914	5472	17	13605.6	45.0666666666667	0.62089	0.65236
molecules	500000	lower	2	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.65955	0.44061	0.71784	0.54701	5493	15	2169.86666666667	3.86666666666667	0.80245	0.80358
molecules	500000	lower	2	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.64216	0.81173	0.69116	0.79377	5506	20	2457.66666666667	7.53333333333333	0.82784	0.82956
molecules	500000	lower	2	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.67213	0.49037	0.72506	0.66436	5472	17	2150.66666666667	4.53333333333333	0.81003	0.81169
reads	500000	lower	3	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.60202	0.4048	0.65354	0.43104	5363	17	14384.0666666667	37.0666666666667	0.60913	0.64109
reads	500000	lower	3	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.61701	0.67958	0.67239	0.82179	5477	17	15318	48.8666666666667	0.62348	0.67549
reads	500000	lower	3	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.64361	0.3786	0.68989	0.4274	5506	20	13779.7333333333	43.7333333333333	0.61638	0.64556
molecules	500000	lower	3	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62238	0.47412	0.6801	0.54848	5363	17	1923.6	4.2	0.79225	0.79287
molecules	500000	lower	3	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63135	0.64361	0.6844	0.7382	5477	17	2382.8	6.86666666666667	0.81725	0.82073
molecules	500000	lower	3	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.66748	0.46658	0.72314	0.57011	5506	20	2227.8	4.73333333333333	0.80283	0.80707
reads	500000	lower	4	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.60242	0.4237	0.65507	0.56754	5413	17	14634.5333333333	52.4	0.60849	0.64688
reads	500000	lower	4	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.64256	0.60318	0.70118	0.74348	5522	20	16151.5333333333	61.7333333333333	0.62483	0.67844
reads	500000	lower	4	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.645	0.30282	0.69073	0.4799	5459	21	13940.4666666667	44.9333333333333	0.62019	0.65615
molecules	500000	lower	4	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62487	0.47895	0.6841	0.60472	5413	17	2008.06666666667	4.66666666666667	0.78881	0.79434
molecules	500000	lower	4	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.65118	0.62473	0.70656	0.71241	5522	20	2492.6	8.06666666666667	0.82237	0.82506
molecules	500000	lower	4	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.66127	0.33205	0.71586	0.50303	5458	21	2163.13333333333	5.53333333333333	0.80754	0.80932
reads	500000	lower	5	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.63213	0.40048	0.69069	0.4983	5502	17	14646.9333333333	31.9333333333333	0.61945	0.65431
reads	500000	lower	5	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.62666	0.72301	0.67588	0.74021	5452	19	15677.1333333333	64.9333333333333	0.6051	0.65479
reads	500000	lower	5	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.63968	0.46608	0.69372	0.58355	5426	17	13544.0666666667	50.4666666666667	0.62522	0.65785
molecules	500000	lower	5	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.65006	0.34739	0.71021	0.34532	5502	17	2234.13333333333	3.6	0.80333	0.80332
molecules	500000	lower	5	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.64536	0.68309	0.69721	0.73694	5451	19	2340.53333333333	8	0.81391	0.8176
molecules	500000	lower	5	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.66241	0.50118	0.72415	0.65957	5426	17	2080.06666666667	5.86666666666667	0.80864	0.8073
reads	500000	lower	6	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.61091	0.5526	0.65071	0.68144	5303	18	14541.7333333333	50.5333333333333	0.61276	0.64704
reads	500000	lower	6	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.62291	0.5349	0.68299	0.51206	5508	20	16041.0666666667	61.2666666666667	0.62755	0.67977
reads	500000	lower	6	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.62874	0.57303	0.68304	0.58123	5423	19	13782.2	49.4666666666667	0.6214	0.65094
molecules	500000	lower	6	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62692	0.50778	0.67595	0.61165	5303	18	1865.06666666667	4.33333333333333	0.78734	0.78855
molecules	500000	lower	6	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63721	0.64181	0.69205	0.5468	5508	20	2384	7.86666666666667	0.82472	0.82853
molecules	500000	lower	6	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.65435	0.53989	0.71491	0.63274	5422	19	2075.8	5.46666666666667	0.80255	0.8036
reads	500000	lower	7	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62276	0.41297	0.65497	0.58113	5354	17	14986.5333333333	35.8666666666667	0.62039	0.64976
reads	500000	lower	7	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.6133	0.64591	0.66834	0.70677	5404	18	16461.8	70.1333333333333	0.60682	0.66809
reads	500000	lower	7	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.64011	0.41964	0.69745	0.49326	5383	17	13718.2666666667	40.2666666666667	0.61477	0.64922
molecules	500000	lower	7	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.64512	0.45999	0.68926	0.61687	5354	17	1973.2	4.66666666666667	0.79074	0.79056
molecules	500000	lower	7	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.62839	0.73978	0.68223	0.74672	5404	18	2227.53333333333	8.66666666666667	0.80901	0.81516
molecules	500000	lower	7	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.66153	0.43816	0.72345	0.57301	5382	16	2048.73333333333	5.06666666666667	0.80148	0.80439
reads	500000	lower	8	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.60214	0.55728	0.64997	0.61231	5395	17	14664.5333333333	37.0666666666667	0.60343	0.63337
reads	500000	lower	8	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.62221	0.44425	0.68169	0.61283	5512	20	15962.3333333333	57.4666666666667	0.61918	0.67196
reads	500000	lower	8	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.64898	0.4677	0.70448	0.61259	5489	20	14026	40.6666666666667	0.62835	0.66251
molecules	500000	lower	8	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62482	0.567	0.68429	0.64214	5395	17	2020.26666666667	4.53333333333333	0.79789	0.79595
molecules	500000	lower	8	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63524	0.59639	0.69379	0.69681	5512	20	2500.8	8.53333333333333	0.82359	0.82956
molecules	500000	lower	8	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.67542	0.67487	0.73828	0.8247	5489	20	2285.66666666667	5.53333333333333	0.82198	0.8259
reads	500000	lower	9	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.61969	0.26579	0.67627	0.53863	5382	20	14696.6	42.5333333333333	0.61105	0.64908
reads	500000	lower	9	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.61373	0.85061	0.66878	0.79847	5442	20	16461.6666666667	68	0.61216	0.6645
reads	500000	lower	9	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.62125	0.3678	0.68048	0.54938	5445	16	13905.2	48.3333333333333	0.61244	0.64799
molecules	500000	lower	9	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.63277	0.39098	0.69616	0.58656	5381	20	2004.46666666667	4.73333333333333	0.78165	0.78442
molecules	500000	lower	9	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63483	0.83841	0.68898	0.79898	5442	20	2254.2	7.86666666666667	0.81922	0.81778
molecules	500000	lower	9	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.64553	0.41243	0.70689	0.54664	5445	16	2027.26666666667	5.13333333333333	0.80673	0.80547
reads	500000	lower	10	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.60436	0.5648	0.65876	0.67741	5427	18	14568.5333333333	35.2	0.61093	0.64521
reads	500000	lower	10	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.63032	0.77901	0.68579	0.8522	5494	20	15904.9333333333	49.8	0.61698	0.67099
reads	500000	lower	10	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.62354	0.41104	0.68319	0.40453	5445	17	13935.5333333333	46.2666666666667	0.61785	0.64654
molecules	500000	lower	10	15	NA19101	r1	0	0.5	12192	6096	43	22	80	80	0.62117	0.52898	0.6854	0.58555	5426	18	2022.06666666667	3.93333333333333	0.79546	0.79435
molecules	500000	lower	10	15	NA19101	r2	0	0.5	12192	6097	43	22	70	70	0.64139	0.75838	0.6924	0.7706	5494	20	2405.4	7.06666666666667	0.82385	0.82831
molecules	500000	lower	10	15	NA19101	r3	0	0.5	12192	6096	43	22	51	51	0.6458	0.50644	0.71103	0.57373	5445	17	2118.06666666667	5.86666666666667	0.80335	0.80147
reads	500000	upper	1	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.83627	0.95266	0.79983	0.94437	6094	22	222715.866666667	3972.4	0.83801	0.82907
reads	500000	upper	1	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83392	0.98059	0.78726	0.97527	6098	23	216985.4	4864.6	0.87681	0.85753
reads	500000	upper	1	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.83519	0.98274	0.80033	0.97825	6094	22	214755.333333333	4231.8	0.86331	0.83999
molecules	500000	upper	1	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.87022	0.96411	0.82452	0.95932	6094	22	25306.7333333333	398.866666666667	0.94137	0.90327
molecules	500000	upper	1	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.84806	0.97625	0.79655	0.96886	6098	23	29641.1333333333	635.066666666667	0.94834	0.91672
molecules	500000	upper	1	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.87166	0.98265	0.83345	0.97853	6094	22	27174.6666666667	496.533333333333	0.94816	0.90897
reads	500000	upper	2	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.85177	0.9531	0.80946	0.96357	6094	22	228817.4	3153.2	0.85068	0.83486
reads	500000	upper	2	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.80821	0.98118	0.76517	0.97479	6096	23	206044.2	5351.86666666667	0.8774	0.85501
reads	500000	upper	2	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.85378	0.98546	0.81508	0.98842	6094	22	226712.533333333	3876.93333333333	0.8573	0.83884
molecules	500000	upper	2	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.88045	0.95505	0.83569	0.96525	6094	22	28825.8	369.133333333333	0.94577	0.91043
molecules	500000	upper	2	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83216	0.98	0.78061	0.97034	6096	23	27188.7333333333	651.866666666667	0.95202	0.91607
molecules	500000	upper	2	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.88214	0.98389	0.84231	0.98673	6094	22	30254.3333333333	482.933333333333	0.95109	0.91627
reads	500000	upper	3	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.83713	0.94113	0.7978	0.94663	6096	22	222087.2	3827.73333333333	0.83846	0.82858
reads	500000	upper	3	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.81841	0.96423	0.77392	0.97849	6097	23	198683	5273.2	0.87429	0.84885
reads	500000	upper	3	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.85001	0.985	0.81304	0.97203	6093	22	224728.2	3557.26666666667	0.85237	0.83413
molecules	500000	upper	3	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.8704	0.96258	0.82264	0.95677	6096	22	25485.6	393.733333333333	0.9405	0.90214
molecules	500000	upper	3	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83921	0.95147	0.78742	0.97232	6097	23	26671.6	642.2	0.94975	0.9134
molecules	500000	upper	3	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.88027	0.98387	0.84268	0.97316	6093	22	30858.5333333333	478	0.94757	0.91526
reads	500000	upper	4	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.83891	0.93315	0.8028	0.94324	6092	22	220593.133333333	3843.6	0.84809	0.83868
reads	500000	upper	4	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83572	0.97695	0.79087	0.96144	6096	23	216520.4	4914.13333333333	0.87345	0.85176
reads	500000	upper	4	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.85149	0.98661	0.81619	0.97713	6094	22	225615.866666667	3778.66666666667	0.85212	0.83538
molecules	500000	upper	4	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.87151	0.95425	0.82856	0.9455	6092	22	26089.3333333333	396.266666666667	0.93619	0.89941
molecules	500000	upper	4	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.84963	0.97078	0.80167	0.96737	6096	23	29008.5333333333	630.133333333333	0.94664	0.91584
molecules	500000	upper	4	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.88037	0.98662	0.84306	0.98163	6094	22	29975.2666666667	491	0.94299	0.90792
reads	500000	upper	5	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.86624	0.96632	0.82564	0.95792	6096	22	235428.666666667	2978.93333333333	0.86054	0.84729
reads	500000	upper	5	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.81449	0.97568	0.7656	0.97726	6098	23	198907.533333333	5638	0.87711	0.84409
reads	500000	upper	5	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.85057	0.98426	0.81063	0.98221	6095	22	220483.2	3966.46666666667	0.85207	0.82759
molecules	500000	upper	5	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.88799	0.96291	0.84495	0.93981	6096	22	30528.9333333333	369	0.94533	0.91225
molecules	500000	upper	5	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83807	0.97719	0.78478	0.97726	6098	23	26641.2	645.133333333333	0.9549	0.91967
molecules	500000	upper	5	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.88047	0.9863	0.83821	0.9839	6095	22	29051.1333333333	483.666666666667	0.94868	0.91236
reads	500000	upper	6	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.82717	0.94381	0.78634	0.94437	6091	22	215510	4161.73333333333	0.83831	0.82875
reads	500000	upper	6	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.82598	0.97438	0.77903	0.96639	6097	23	208474.8	5419.06666666667	0.87383	0.846
reads	500000	upper	6	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.84959	0.9847	0.81026	0.97882	6095	22	217971.933333333	4116.46666666667	0.86779	0.84111
molecules	500000	upper	6	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.86378	0.96699	0.81463	0.96267	6091	22	23964.7333333333	405.266666666667	0.93683	0.89814
molecules	500000	upper	6	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.84266	0.97064	0.79081	0.96119	6097	23	26839.4	644.666666666667	0.94791	0.91275
molecules	500000	upper	6	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.88252	0.98602	0.84321	0.9805	6095	22	28280.9333333333	483.8	0.95102	0.91357
reads	500000	upper	7	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.84246	0.96389	0.79965	0.95792	6095	22	223239.2	3772.73333333333	0.85216	0.83753
reads	500000	upper	7	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.80973	0.9759	0.76931	0.96886	6097	23	203947.666666667	6186.86666666667	0.86196	0.84515
reads	500000	upper	7	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.8502	0.98689	0.81491	0.98955	6094	22	223700.6	4031	0.85596	0.83691
molecules	500000	upper	7	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.8722	0.96349	0.8236	0.9565	6095	22	25551.1333333333	391.733333333333	0.94183	0.90459
molecules	500000	upper	7	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.8355	0.97667	0.78331	0.9691	6097	23	24786.3333333333	688.266666666667	0.9477	0.90921
molecules	500000	upper	7	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.87919	0.98385	0.84228	0.98447	6094	22	28572.4	486.266666666667	0.9491	0.91221
reads	500000	upper	8	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.83076	0.94965	0.79385	0.94324	6091	22	217991.666666667	3692.8	0.84728	0.83566
reads	500000	upper	8	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.82603	0.97814	0.7796	0.97479	6097	23	209535.333333333	4961.2	0.87594	0.84936
reads	500000	upper	8	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.85133	0.98459	0.81276	0.98842	6094	22	230743.066666667	3586	0.85335	0.8379
molecules	500000	upper	8	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.86654	0.96257	0.82133	0.95453	6091	22	26116.2	390.866666666667	0.94373	0.90802
molecules	500000	upper	8	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.84338	0.97177	0.79205	0.96589	6097	23	28824.4	648.533333333333	0.952	0.9177
molecules	500000	upper	8	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.87927	0.98329	0.83959	0.97543	6094	22	32373.6	488.933333333333	0.94975	0.91545
reads	500000	upper	9	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.8469	0.94179	0.80922	0.95001	6091	22	225407.933333333	3835.53333333333	0.85607	0.84372
reads	500000	upper	9	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.80844	0.97043	0.77061	0.95502	6094	23	205409.066666667	6086.33333333333	0.8699	0.84621
reads	500000	upper	9	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.84193	0.99083	0.80084	0.97882	6095	22	221224.2	4053.33333333333	0.85895	0.83787
molecules	500000	upper	9	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.87627	0.96054	0.8323	0.95453	6091	22	26330	397.6	0.93877	0.90181
molecules	500000	upper	9	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83754	0.97886	0.78892	0.96316	6094	23	25324.0666666667	681.533333333333	0.94579	0.90568
molecules	500000	upper	9	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.87296	0.98651	0.83014	0.98643	6095	22	27397.0666666667	497.466666666667	0.94225	0.9065
reads	500000	upper	10	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.84439	0.92666	0.80535	0.94211	6094	22	224239.933333333	3880.26666666667	0.85084	0.84162
reads	500000	upper	10	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.83058	0.97041	0.78603	0.95946	6098	23	217693.466666667	5110.86666666667	0.87109	0.8511
reads	500000	upper	10	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.84874	0.9867	0.81069	0.97994	6095	22	226707.266666667	3795.26666666667	0.84885	0.83282
molecules	500000	upper	10	15	NA19101	r1	0.5	1	12192	6096	43	22	80	80	0.87431	0.94807	0.82973	0.94237	6094	22	26594.0666666667	399.466666666667	0.9437	0.90667
molecules	500000	upper	10	15	NA19101	r2	0.5	1	12192	6098	43	23	70	70	0.84739	0.97576	0.79732	0.96465	6098	23	28305.7333333333	634.066666666667	0.94539	0.91496
molecules	500000	upper	10	15	NA19101	r3	0.5	1	12192	6096	43	22	51	51	0.87728	0.98546	0.83818	0.97938	6095	22	29283.5333333333	490.266666666667	0.9388	0.90593
reads	500000	all	1	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.86225	0.88492	0.90692	0.89395	11824	41	234723.32	3852.44	0.84101	0.89796
reads	500000	all	1	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.86717	0.96483	0.90677	0.95413	11891	43	225161.6	5229.24	0.85882	0.90981
reads	500000	all	1	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.8756	0.9332	0.91387	0.94224	11871	42	234354.28	4211.72	0.85633	0.90097
molecules	500000	all	1	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.89959	0.94097	0.91768	0.93291	11824	41	27197.48	395.04	0.96794	0.95565
molecules	500000	all	1	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.89182	0.97571	0.90781	0.95566	11891	43	30527.96	656.72	0.97232	0.96148
molecules	500000	all	1	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.9068	0.94519	0.92449	0.95498	11871	41	29793.16	497.16	0.97017	0.9589
reads	500000	all	2	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.87274	0.90153	0.91142	0.93315	11851	40	239718.48	3785.16	0.84309	0.89839
reads	500000	all	2	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.86313	0.95341	0.90025	0.96264	11906	42	219150.56	5268.24	0.8573	0.90872
reads	500000	all	2	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.88226	0.88792	0.91458	0.93713	11892	41	234190.04	4129.88	0.8565	0.89875
molecules	500000	all	2	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.90512	0.92834	0.92172	0.93202	11851	39	28273.44	388.16	0.96775	0.95548
molecules	500000	all	2	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.89009	0.9703	0.90428	0.96287	11906	42	29649.6	650.24	0.97249	0.96173
molecules	500000	all	2	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.91175	0.9333	0.92617	0.9534	11892	40	30258.28	490.88	0.97126	0.96087
reads	500000	all	3	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.87304	0.84368	0.90979	0.89189	11873	40	242693.56	3730.4	0.84327	0.89798
reads	500000	all	3	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.87002	0.95169	0.90585	0.95976	11930	42	219306.36	4971.52	0.85951	0.91032
reads	500000	all	3	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.88141	0.91932	0.91551	0.92625	11892	43	235409.12	3922.88	0.8582	0.8995
molecules	500000	all	3	25	NA19101	r1	0	1	12192	12192	43	43	80	80	0.90567	0.90419	0.92109	0.92134	11873	40	29139.72	396.92	0.96885	0.95808
molecules	500000	all	3	25	NA19101	r2	0	1	12192	12192	43	43	70	70	0.89314	0.96613	0.90735	0.95582	11930	42	30740.16	636.2	0.97321	0.96276
molecules	500000	all	3	25	NA19101	r3	0	1	12192	12192	43	43	51	51	0.91177	0.93739	0.9278	0.95556	11892	42	32030.28	487.44	0.97228	0.96207
