# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/umi/two_cell.counts.txt" "data/umi/two_cell.sorted.bam" "data/umi/two_cell.umi.bam" 	# Program:featureCounts v1.4.4; Command:"/home/jdblischak/src/subread-1.4.4-Linux-x86_64/bin/featureCounts" "-a" "data/genome/exons_ERCC92.saf" "-F" "SAF" "-o" "data/population/NA19239_yale.counts.txt" "data/population/NA19239_yale.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	data/umi/two_cell.sorted.bam	data/umi/two_cell.umi.bam	data/population/NA19239_yale.sorted.bam
ENSG00000207622	chr12	109230684	109230782	-	99	0	0	0
ENSG00000261826	chr3	140583917	140586625	-	2709	0	0	0
ENSG00000234378	chr2	20263617	20306590	-	42974	1	1	2
ENSG00000225836	chr10	91406046	91410579	-	4534	0	0	0
ENSG00000224085	chr3	140621036	140621493	+	458	718	40	368
ENSG00000260987	chr12	109301517	109303778	-	2262	0	0	0
ENSG00000201436	chr5	16941952	16942060	-	109	0	0	0
ENSG00000125903	chr20	207899	210527	+	2629	0	0	0
ENSG00000235100	chr10	91426938	91459428	-	32491	0	0	13
ENSG00000123838	chr1	207277607	207318317	+	40711	1	1	3
ENSG00000214835	chr20	10329805	10330276	-	472	0	0	0
ENSG00000112337	chr6	25912982	25930946	-	17965	0	0	0
ENSG00000104783	chr19	44270685	44285409	-	14725	966	13	370
ENSG00000123360	chr12	54943134	54973023	+	29890	75	8	55
ENSG00000248773	chr3	140691586	140692097	+	512	0	0	0
ENSG00000240996	chr10	91454052	91457685	-	3634	0	0	0
ENSG00000201324	chr12	109320211	109320317	-	107	0	0	0
ENSG00000238424	chr12	109425360	109425450	-	91	0	0	0
ENSG00000099999	chr22	30773835	30817760	-	43926	33	6	44
ENSG00000213729	chr2	20355379	20355818	-	440	26	10	177
ENSG00000081307	chr3	132373290	132396941	+	23652	0	0	0
ENSG00000256262	chr12	109490155	109491757	-	1603	0	0	0
ENSG00000232229	chr10	91589267	91600618	+	11352	0	0	1
ENSG00000169599	chr2	69622882	69664760	-	41879	9662	60	177
ENSG00000271892	chr5	17107469	17107898	-	430	0	0	0
ENSG00000124370	chr2	71336814	71357369	-	20556	5738	35	134
ENSG00000186458	chr20	238377	241737	+	3361	0	0	1
ENSG00000266059	chr2	20375107	20375397	+	291	0	0	0
ENSG00000270670	chr10	91597369	91599091	-	1723	0	0	0
ENSG00000226159	chr10	91675246	91717130	-	41885	0	0	1
ENSG00000146707	chr7	76239303	76256578	-	17276	0	0	0
ENSG00000122359	chr10	81910645	81965328	-	54684	9371	79	2277
ENSG00000163719	chr3	9691117	9744077	+	52961	11960	55	404
ENSG00000200763	chr2	20375566	20375670	+	105	0	0	0
ENSG00000228938	chr10	91738474	91738827	+	354	13287	44	51
ENSG00000206814	chr5	17117685	17117795	-	111	0	0	0
ENSG00000235411	chr2	20439653	20440807	-	1155	15	14	20
ENSG00000115840	chr2	172640880	172864766	-	223887	7707	63	405
ENSG00000198944	chr5	132149033	132152488	+	3456	0	0	7
ENSG00000197153	chr6	27858093	27860884	-	2792	1515	21	6
ENSG00000105373	chr19	48248779	48260315	+	11537	441	7	1220
ENSG00000181965	chr5	134869991	134871639	-	1649	0	0	0
ENSG00000113456	chr5	34905369	34919094	-	13726	1	1	124
ENSG00000173698	chrX	19007427	19140755	-	133329	9	3	15
ENSG00000112531	chr6	163835032	163999628	+	164597	6646	60	535
ENSG00000173727	chr11	65222728	65234028	+	11301	29679	123	156
ENSG00000254901	chr19	19287712	19303400	-	15689	0	0	0
ENSG00000222451	chr10	91923408	91923717	-	310	0	0	0
ENSG00000215196	chr5	17130137	17217156	-	87020	0	0	0
ENSG00000236373	chr10	92162278	92300562	-	138285	17	8	1
ENSG00000233224	chr6	27860477	27860963	-	487	5	3	0
ENSG00000133247	chr19	55851221	55859488	+	8268	0	0	53
ENSG00000115540	chr2	198380295	198418423	+	38129	1	1	49
ENSG00000145824	chr5	134906373	134914969	-	8597	0	0	0
ENSG00000201965	chr3	38166783	38166885	-	103	0	0	0
ENSG00000251270	chr3	140833966	140843024	-	9059	0	0	0
ENSG00000197744	chr5	118309491	118309817	+	327	0	0	0
ENSG00000238735	chr2	20446087	20446148	-	62	0	0	0
ENSG00000237982	chr3	38311774	38312258	-	485	0	0	0
ENSG00000241400	chr3	140977260	140977621	+	362	0	0	0
ENSG00000251990	chr5	17157080	17157180	-	101	0	0	0
ENSG00000049283	chr17	48609904	48621111	+	11208	0	0	0
ENSG00000249417	chr3	140986195	141085979	-	99785	1	1	8
ENSG00000238793	chr17	38183795	38183898	-	104	0	0	0
ENSG00000104518	chr8	144635377	144645232	+	9856	2469	46	508
ENSG00000251536	chr12	130336753	130339489	-	2737	0	0	0
ENSG00000221555	chr17	38306389	38306475	+	87	0	0	0
ENSG00000249540	chr3	141026454	141026775	-	322	0	0	0
ENSG00000252216	chr2	20553403	20553477	-	75	0	0	0
ENSG00000200735	chr17	38399475	38399571	+	97	0	0	0
ENSG00000249494	chr5	118342042	118406585	-	64544	5	3	5
ENSG00000157483	chr15	59427113	59665099	-	237987	30133	173	2213
ENSG00000261650	chr12	130509038	130529501	-	20464	0	0	0
ENSG00000215606	chr3	141189476	141190744	-	1269	0	0	0
ENSG00000106588	chr7	42956460	42971822	-	15363	0	0	0
ENSG00000128709	chr2	176987088	176989853	+	2766	0	0	0
ENSG00000250816	chr5	17202383	17203254	+	872	0	0	0
ENSG00000232475	chrY	24194701	24195494	-	794	0	0	0
ENSG00000117859	chr1	52042851	52254889	+	212039	9851	77	1051
ENSG00000250170	chr3	141243975	141244963	+	989	0	0	0
ENSG00000053524	chr3	182895831	183146566	-	250736	17	9	12
ENSG00000229553	chrY	24195902	24204260	-	8359	0	0	0
ENSG00000249986	chr3	141319118	141319421	-	304	0	0	0
ENSG00000223179	chr5	118343266	118343363	+	98	0	0	0
ENSG00000242104	chr3	141382041	141439915	+	57875	15	12	4
ENSG00000250678	chr5	118345755	118346237	+	483	0	0	0
ENSG00000232800	chr2	20586147	20596349	+	10203	0	0	0
ENSG00000164403	chr5	132157833	132166590	-	8758	0	0	58
ENSG00000270145	chr17	38459457	38460909	+	1453	0	0	6
ENSG00000214039	chr12	130517999	130529602	-	11604	0	0	0
ENSG00000201862	chr7	72453891	72453991	-	101	0	0	0
ENSG00000160087	chr1	1189289	1209265	-	19977	506	10	327
ENSG00000265666	chr17	38497119	38499388	-	2270	0	0	0
ENSG00000252908	chr5	17240720	17240824	+	105	0	0	0
ENSG00000165792	chr14	21457929	21465189	+	7261	602	10	264
ENSG00000241899	chr3	141427858	141428674	-	817	0	0	0
ENSG00000053900	chr4	25378835	25420120	+	41286	1030	11	265
ENSG00000264655	chr17	38524204	38524690	+	487	12	8	11
ENSG00000212171	chr2	20601388	20601485	-	98	8	2	0
ENSG00000239172	chr16	22492795	22492898	+	104	0	0	0
ENSG00000229018	chr7	72476064	72555749	+	79686	75	6	124
ENSG00000198909	chr17	61699775	61773663	+	73889	199	20	324
ENSG00000185296	chr5	17306490	17307069	+	580	0	0	2
ENSG00000257838	chr16	22557019	22588186	+	31168	0	0	2
ENSG00000228950	chr2	20650803	20652708	+	1906	0	0	0
ENSG00000145832	chr5	135170338	135224326	+	53989	0	0	0
ENSG00000252653	chr17	64263861	64263966	+	106	0	0	0
ENSG00000244044	chr17	64360147	64360436	+	290	0	0	0
ENSG00000264630	chr17	64394187	64412972	-	18786	0	0	0
ENSG00000038382	chr5	14143811	14532235	+	388425	15847	115	1805
ENSG00000142661	chr1	24382525	24438665	-	56141	0	0	3
ENSG00000201715	chr5	17345725	17346064	+	340	0	0	4
ENSG00000004838	chr3	50378541	50384283	-	5743	0	0	1
ENSG00000175879	chr2	176994422	176997423	+	3002	0	0	0
ENSG00000200829	chr2	20680605	20680716	+	112	0	0	0
ENSG00000182621	chr20	8112824	8949003	+	836180	47	27	18
ENSG00000124383	chr2	71357444	71377231	+	19788	18190	58	280
ENSG00000164330	chr5	158122928	158526769	-	403842	22032	135	502
ENSG00000223361	chr5	17353804	17354733	-	930	6071	45	311
ENSG00000188921	chr9	20995306	21031635	-	36330	7897	50	151
ENSG00000014641	chr2	63815743	63834331	+	18589	0	0	0
ENSG00000184113	chr22	19510547	19515068	-	4522	0	0	0
ENSG00000260973	chr16	22621852	22623517	-	1666	0	0	0
ENSG00000065491	chr6	37225548	37300746	+	75199	179	15	278
ENSG00000260905	chr16	22623864	22624804	-	941	0	0	0
ENSG00000196504	chr2	153508107	153574511	-	66405	27781	106	1156
ENSG00000131507	chr5	141488070	141534005	+	45936	1	1	98
ENSG00000197428	chr11	4660945	4662068	+	1124	0	0	0
ENSG00000265058	chr16	22647776	22648065	-	290	0	0	0
ENSG00000261090	chr16	23031658	23034932	+	3275	0	0	1
ENSG00000267937	chr21	38888740	38888973	+	234	0	0	0
ENSG00000100003	chr22	30792846	30821305	+	28460	0	0	0
ENSG00000260566	chr16	23072727	23075494	-	2768	0	0	0
ENSG00000212138	chr12	109497791	109497905	+	115	0	0	0
ENSG00000180785	chr11	4664650	4676718	+	12069	0	0	0
ENSG00000260741	chr16	23206199	23224425	-	18227	0	0	0
ENSG00000115084	chr2	114462588	114514400	-	51813	8747	31	266
ENSG00000252838	chr16	23424905	23425197	-	293	0	0	0
ENSG00000157542	chr21	38979678	39288749	-	309072	10	5	8
ENSG00000212593	chr16	23453162	23453242	+	81	0	0	0
ENSG00000259782	chr16	23457767	23458603	-	837	0	0	0
ENSG00000137218	chr6	41737914	41754280	-	16367	0	0	27
ENSG00000227047	chr2	20699331	20701071	-	1741	0	0	0
ENSG00000252618	chr17	38530341	38530428	+	88	0	0	0
ENSG00000260136	chr16	23464079	23468927	+	4849	0	0	0
ENSG00000222881	chr17	38547484	38547590	-	107	0	0	0
ENSG00000240125	chr17	38595719	38596169	-	451	70	15	43
ENSG00000261528	chr16	23512226	23512951	+	726	0	0	0
ENSG00000167332	chr11	4701401	4719084	-	17684	17	10	0
ENSG00000186908	chr12	77157368	77247476	+	90109	520	8	238
ENSG00000246379	chr16	56126899	56225006	-	98108	3	2	1
ENSG00000260247	chr16	23548382	23548877	+	496	0	0	0
ENSG00000269976	chr2	20786008	20786446	-	439	0	0	0
ENSG00000082074	chr5	39105338	39274630	-	169293	5	5	7
ENSG00000260751	chr16	23579994	23581017	+	1024	0	0	0
ENSG00000261723	chr16	23617162	23635428	+	18267	0	0	0
ENSG00000202142	chr14	101442162	101442233	+	72	0	0	0
ENSG00000260482	chr16	23681332	23684448	+	3117	0	0	17
ENSG00000144136	chr2	113403434	113421404	+	17971	2	2	303
ENSG00000230062	chr6	46714654	46727243	+	12590	0	0	3
ENSG00000243546	chr14	68702962	68703256	-	295	0	0	0
ENSG00000199942	chr14	101442814	101442888	+	75	0	0	0
ENSG00000201500	chr14	101443726	101443803	+	78	0	0	0
ENSG00000104763	chr8	17913934	17942494	-	28561	7220	57	690
ENSG00000240210	chr14	68805445	68806258	-	814	0	0	0
ENSG00000260041	chr16	56143449	56170912	+	27464	0	0	0
ENSG00000259806	chr16	23683453	23686820	+	3368	0	0	33
ENSG00000201036	chr14	101445339	101445427	+	89	0	0	0
ENSG00000231948	chr2	20790535	20792308	-	1774	0	0	0
ENSG00000184029	chr21	39323728	39493454	-	169727	0	0	8
ENSG00000201710	chr14	101446329	101446403	+	75	0	0	0
ENSG00000261266	chr16	23698370	23699665	-	1296	0	0	0
ENSG00000171855	chr9	21077104	21077943	-	840	0	0	0
ENSG00000248223	chr5	17354019	17355008	+	990	0	0	1
ENSG00000202048	chr14	101447341	101447412	+	72	0	0	0
ENSG00000261583	chr16	23723311	23724114	+	804	0	0	0
ENSG00000258477	chr14	68888415	68888913	-	499	0	0	0
ENSG00000261013	chr16	56217638	56220218	-	2581	0	0	0
ENSG00000110107	chr11	60658202	60674060	-	15859	7069	47	1245
ENSG00000272344	chr14	101448312	101448383	+	72	0	0	0
ENSG00000202293	chr14	101449263	101449334	+	72	0	0	0
ENSG00000260264	chr16	24247425	24264184	+	16760	0	0	0
ENSG00000261439	chr16	56226526	56228430	-	1905	0	0	0
ENSG00000167346	chr11	4726157	5013659	+	287503	8	4	4
ENSG00000224750	chr10	92213927	92262725	+	48799	0	0	0
ENSG00000200406	chr14	101450213	101450284	+	72	0	0	0
ENSG00000177047	chr9	21140631	21142144	-	1514	0	0	0
ENSG00000265281	chr16	56279432	56279535	+	104	0	0	0
ENSG00000259038	chr14	69093883	69095162	-	1280	0	0	0
ENSG00000260198	chr16	56334528	56336816	+	2289	0	0	0
ENSG00000238291	chr10	92222474	92227709	+	5236	0	0	0
ENSG00000258623	chr14	69150128	69152282	-	2155	0	0	0
ENSG00000201541	chr16	24344736	24344868	-	133	0	0	0
ENSG00000233416	chr2	20806040	20806414	-	375	0	0	0
ENSG00000137080	chr9	21165636	21166659	-	1024	0	0	1
ENSG00000222305	chr10	92639797	92639936	-	140	0	0	0
ENSG00000272372	chr16	56385798	56387436	-	1639	0	0	0
ENSG00000239081	chr16	24411377	24411438	-	62	0	0	0
ENSG00000164291	chr5	94890778	94940768	+	49991	2441	27	50
ENSG00000242941	chr14	69159807	69160300	+	494	0	0	0
ENSG00000142186	chr11	65292548	65306175	+	13628	25	5	600
ENSG00000201604	chr10	92682488	92682592	-	105	0	0	0
ENSG00000260396	chr2	20877569	20879005	+	1437	0	0	2
ENSG00000264465	chr16	24450309	24450408	+	100	0	0	0
ENSG00000187678	chr5	141689992	141706020	-	16029	0	0	131
ENSG00000207089	chr14	69202639	69202745	-	107	0	0	0
ENSG00000260621	chr16	56443232	56445595	+	2364	0	0	0
ENSG00000225519	chr10	92754377	92766147	+	11771	0	0	28
ENSG00000260072	chr16	24484119	24506498	-	22380	4	3	1
ENSG00000263694	chr14	69312519	69312772	+	254	0	0	0
ENSG00000260823	chr16	56643413	56645287	-	1875	0	0	0
ENSG00000249199	chr5	17369334	17375686	-	6353	1	1	0
ENSG00000270975	chr14	69328479	69329242	+	764	4	2	23
ENSG00000259888	chr16	24621587	24652278	+	30692	1	1	3
ENSG00000224310	chr16	24672743	24682383	-	9641	0	0	1
ENSG00000236637	chr9	21186617	21187598	-	982	0	0	0
ENSG00000270100	chr2	20878014	20878692	-	679	0	0	0
ENSG00000260549	chr16	56651388	56652730	+	1343	0	0	7
ENSG00000258565	chr14	69334574	69336668	-	2095	0	0	3
ENSG00000250822	chr5	17379015	17387419	-	8405	0	0	0
ENSG00000198054	chr21	39493545	39560110	+	66566	0	0	0
ENSG00000112818	chr6	46761127	46807515	+	46389	0	0	0
ENSG00000064490	chr19	19303008	19312678	+	9671	7010	13	215
ENSG00000261669	chr16	24814772	24831060	-	16289	0	0	0
ENSG00000214042	chr9	21201468	21202204	-	737	0	0	0
ENSG00000258967	chr14	69354502	69354801	-	300	0	0	0
ENSG00000236436	chr2	21059531	21061421	+	1891	0	0	0
ENSG00000256439	chr16	24930714	24932325	-	1612	0	0	0
ENSG00000258531	chr14	69403319	69403581	+	263	0	0	0
ENSG00000229526	chr17	18353558	18379234	+	25677	0	0	2
ENSG00000260714	chr16	25027299	25032344	+	5046	0	0	3
ENSG00000158163	chr3	137780832	137834660	-	53829	1	1	3
ENSG00000248455	chr5	17404128	17441803	+	37676	112	5	3
ENSG00000255986	chr16	56669651	56670998	+	1348	0	0	1
ENSG00000258083	chr7	141618617	141619709	+	1093	0	0	0
ENSG00000186803	chr9	21206180	21207142	-	963	0	0	0
ENSG00000262587	chr16	25043202	25069430	+	26229	1	1	16
ENSG00000196352	chr1	207494853	207534311	+	39459	8098	15	264
ENSG00000241526	chr3	141443267	141443368	+	102	0	0	5
ENSG00000262155	chr16	25078258	25080264	+	2007	0	0	4
ENSG00000265391	chr3	141506753	141506851	+	99	0	0	0
ENSG00000013573	chr12	31226779	31257725	+	30947	51	4	228
ENSG00000271105	chr16	25080891	25081430	+	540	0	0	1
ENSG00000259062	chr14	69446399	69454180	+	7782	1	1	0
ENSG00000261012	chr2	21222185	21223789	-	1605	0	0	0
ENSG00000228398	chr3	141583849	141584121	-	273	35	3	4
ENSG00000263326	chr16	25082811	25084048	-	1238	0	0	0
ENSG00000151577	chr3	113847499	113918254	-	70756	11	2	6
ENSG00000147885	chr9	21216372	21217310	-	939	0	0	0
ENSG00000271629	chr2	21421390	21421768	-	379	0	0	0
ENSG00000200389	chr3	141621766	141621872	-	107	0	0	0
ENSG00000260448	chr16	25096913	25122876	-	25964	3	3	8
ENSG00000244124	chr3	141637094	141637863	-	770	0	0	0
ENSG00000233005	chr2	21444047	22193831	+	749785	24	11	10
ENSG00000124593	chr6	41748087	41757879	+	9793	0	0	16
ENSG00000269905	chr3	141663270	141666233	-	2964	0	0	0
ENSG00000248366	chr14	22956171	22956233	+	63	0	0	0
ENSG00000249662	chr5	17444119	17484055	+	39937	0	0	2
ENSG00000211874	chr14	22998580	22998641	+	62	0	0	0
ENSG00000205361	chr16	56677617	56678698	+	1082	0	0	0
ENSG00000233597	chr3	141762465	141763040	-	576	0	0	0
ENSG00000234829	chr9	21227242	21228221	-	980	0	0	0
ENSG00000259054	chr14	23025205	23025956	-	752	0	0	0
ENSG00000262700	chr16	25104708	25106576	+	1869	0	0	0
ENSG00000206604	chr3	141864296	141864397	+	102	0	0	0
ENSG00000188069	chr11	4790209	4791168	-	960	0	0	0
ENSG00000272565	chr3	141876369	141880820	-	4452	13	3	36
ENSG00000228313	chr14	23064715	23067855	-	3141	0	0	1
ENSG00000260034	chr16	25151898	25160353	-	8456	0	0	0
ENSG00000231204	chr2	21540532	21784185	+	243654	0	0	0
ENSG00000113578	chr5	141971743	142077617	-	105875	1	1	0
ENSG00000007516	chr16	1383602	1399439	+	15838	2	2	7
ENSG00000228083	chr9	21239201	21239978	-	778	0	0	0
ENSG00000161583	chr17	34745936	34808104	-	62169	0	0	0
ENSG00000251804	chr3	142126499	142126579	-	81	0	0	0
ENSG00000252685	chr17	64634389	64634492	+	104	0	0	0
ENSG00000258227	chr7	141627157	141646807	-	19651	0	0	0
ENSG00000176937	chr11	4824663	4825847	-	1185	0	0	0
ENSG00000251698	chr17	64635387	64635501	+	115	0	0	0
ENSG00000147873	chr9	21304613	21305312	-	700	0	0	0
ENSG00000229330	chr17	64672490	64673522	+	1033	0	0	0
ENSG00000177700	chr11	837356	842545	-	5190	26915	150	433
ENSG00000251304	chr5	17486336	17486938	+	603	0	0	0
ENSG00000184702	chr22	19701987	19712295	+	10309	0	0	0
ENSG00000207943	chr17	64783190	64783286	+	97	0	0	0
ENSG00000176925	chr11	4842551	4843686	+	1136	0	0	0
ENSG00000268799	chr5	17491470	17491878	-	409	11	2	0
ENSG00000176922	chr11	4869427	4870514	-	1088	0	0	0
ENSG00000270654	chr2	21585164	21586897	-	1734	0	0	0
ENSG00000198642	chr9	21329670	21335379	-	5710	260	11	438
ENSG00000244681	chr3	95373267	95402037	-	28771	2	2	12
ENSG00000235537	chr2	21853420	21859181	-	5762	0	0	0
ENSG00000250667	chr5	17495767	17495935	-	169	0	0	0
ENSG00000176904	chr11	4880886	4881794	-	909	0	0	0
ENSG00000185041	chr5	17498334	17498936	+	603	0	0	0
ENSG00000112511	chr6	33378176	33384230	+	6055	1549	17	244
ENSG00000228538	chr2	21861303	21872435	-	11133	0	0	0
ENSG00000196476	chr20	251504	271390	-	19887	0	0	90
ENSG00000176900	chr11	4903049	4904113	+	1065	0	0	0
ENSG00000259942	chr10	47656084	47657233	+	1150	0	0	0
ENSG00000273124	chr10	92757237	92757470	-	234	0	0	0
ENSG00000248205	chr5	17502152	17502472	-	321	0	0	0
ENSG00000266166	chr16	25196528	25196808	+	281	0	0	0
ENSG00000224851	chr10	92806923	92821916	+	14994	336	1	2
ENSG00000259955	chr16	25249639	25250608	+	970	0	0	0
ENSG00000229621	chr2	21910306	21933495	-	23190	0	0	0
ENSG00000120235	chr9	21349834	21351377	-	1544	0	0	0
ENSG00000204150	chr10	47708307	47730235	+	21929	0	0	56
ENSG00000261636	chr16	25431135	25435490	-	4356	0	0	0
ENSG00000176895	chr11	4928600	4929538	+	939	0	0	0
ENSG00000220585	chr10	92812808	92814804	+	1997	0	0	0
ENSG00000153832	chr2	230787018	230877825	+	90808	15	8	23
ENSG00000249620	chr5	17511942	17512347	-	406	0	0	0
ENSG00000105737	chr19	42502473	42573650	-	71178	9	3	9
ENSG00000260690	chr16	25465660	25465968	-	309	0	0	0
ENSG00000127314	chr12	69004619	69054372	+	49754	18930	95	623
ENSG00000198948	chr4	170907748	170954182	-	46435	67	3	0
ENSG00000234043	chr10	92912362	92913106	-	745	0	0	5
ENSG00000264192	chr2	22145865	22146160	+	296	0	0	0
ENSG00000266088	chr17	38673278	38683254	+	9977	0	0	5
ENSG00000233816	chr9	21367371	21368075	-	705	0	0	0
ENSG00000176893	chr11	4935900	4936922	-	1023	0	0	0
ENSG00000231200	chr2	22156208	22753977	-	597770	19	10	13
ENSG00000102710	chr13	37583449	37633850	-	50402	2	2	417
ENSG00000271385	chr10	93224335	93224465	-	131	0	0	0
ENSG00000199514	chr3	38345264	38345370	-	107	0	0	0
ENSG00000237262	chr2	136835462	136836083	+	622	0	0	0
ENSG00000223876	chr10	93304609	93304855	+	247	0	0	0
ENSG00000271876	chr17	38821876	38821975	+	100	0	0	0
ENSG00000230123	chr3	38366728	38370561	-	3834	0	0	0
ENSG00000176879	chr11	4944531	4945637	-	1107	0	0	0
ENSG00000267531	chr19	55851254	55856561	+	5308	0	0	0
ENSG00000213449	chr10	93426537	93427539	-	1003	10	8	26
ENSG00000188379	chr9	21384254	21385396	-	1143	0	0	2
ENSG00000202125	chr3	142139047	142139211	-	165	0	0	0
ENSG00000224244	chr17	38843290	38845612	-	2323	0	0	0
ENSG00000227347	chr2	136956684	136958073	-	1390	46	8	853
ENSG00000248861	chr5	17518475	17519069	+	595	0	0	0
ENSG00000221477	chr3	95885661	95885746	-	86	0	0	0
ENSG00000256139	chr12	109549023	109563399	+	14377	0	0	1
ENSG00000255637	chr3	142160528	142160604	+	77	0	0	0
ENSG00000104332	chr8	41119481	41167016	-	47536	117	9	3
ENSG00000271671	chr3	95963576	95964179	-	604	0	0	0
ENSG00000229589	chr3	38492518	38496311	-	3794	0	0	2
ENSG00000239492	chr10	47740330	47747200	+	6871	0	0	5
ENSG00000230037	chr2	137087011	137087483	-	473	72	21	137
ENSG00000229028	chr17	38873487	38878184	-	4698	0	0	0
ENSG00000228759	chr10	93525656	93526953	-	1298	0	0	3
ENSG00000243547	chr3	96068398	96069783	+	1386	2704	12	739
ENSG00000228999	chr2	22167481	22188423	-	20943	0	0	0
ENSG00000242479	chr3	142168944	142170991	+	2048	0	0	0
ENSG00000216136	chr3	96152159	96152254	-	96	0	0	0
ENSG00000256560	chr12	109791888	109797293	-	5406	0	0	0
ENSG00000251976	chr2	137147902	137148239	+	338	0	0	0
ENSG00000241815	chr3	96285201	96285947	+	747	0	0	1
ENSG00000249339	chr5	17521910	17522504	+	595	0	0	0
ENSG00000237393	chr10	47965760	47967323	+	1564	0	0	0
ENSG00000216081	chr2	137301941	137302050	+	110	0	0	0
ENSG00000207512	chr3	38546971	38547072	-	102	0	0	0
ENSG00000120242	chr9	21409146	21410184	+	1039	0	0	0
ENSG00000229568	chr2	137302282	137303112	+	831	0	0	1
ENSG00000126803	chr14	65002623	65009955	+	7333	36	2	17
ENSG00000230683	chr3	38556939	38557321	-	383	0	0	0
ENSG00000223691	chr2	22411208	22413185	+	1978	0	0	0
ENSG00000224036	chr10	48157041	48158148	+	1108	0	0	3
ENSG00000244327	chr3	142184157	142191179	-	7023	0	0	0
ENSG00000197919	chr9	21440440	21441315	+	876	0	0	0
ENSG00000198604	chr14	35221937	35344853	-	122917	20011	135	1142
ENSG00000242390	chr3	142299752	142301241	+	1490	5	5	3
ENSG00000221762	chr2	137402678	137402762	-	85	0	0	0
ENSG00000201899	chr14	101451114	101451185	+	72	0	0	0
ENSG00000212425	chr2	138269668	138269780	-	113	0	0	0
ENSG00000200612	chr14	101452394	101452465	+	72	0	0	0
ENSG00000222394	chr2	138472902	138473011	+	110	0	0	0
ENSG00000184995	chr9	21480841	21482312	-	1472	0	0	0
ENSG00000200413	chr14	101453383	101453454	+	72	0	0	0
ENSG00000159871	chr19	44300081	44331358	-	31278	1	1	5
ENSG00000160471	chr19	55860674	55866182	-	5509	0	0	0
ENSG00000234007	chr2	138636324	138683977	-	47654	1	1	1
ENSG00000112539	chr6	165693153	165723096	-	29944	0	0	0
ENSG00000200636	chr14	101454498	101454567	+	70	0	0	0
ENSG00000252745	chr3	142310519	142310633	-	115	0	0	0
ENSG00000224231	chr2	138859454	138863475	+	4022	0	0	0
ENSG00000200480	chr14	101455467	101455538	+	72	0	0	0
ENSG00000239641	chr3	142373626	142375587	-	1962	0	0	0
ENSG00000173653	chr11	66610306	66614017	+	3712	0	0	82
ENSG00000128652	chr2	177001340	177037830	+	36491	0	0	1
ENSG00000201689	chr14	101456428	101456497	+	70	0	0	0
ENSG00000199319	chr3	142392439	142392746	+	308	0	0	0
ENSG00000232439	chr3	38568293	38568816	-	524	0	0	0
ENSG00000251787	chr3	142520049	142520110	+	62	0	0	0
ENSG00000201318	chr14	101458256	101458327	+	72	0	0	0
ENSG00000186487	chr2	1792885	2335032	-	542148	25	19	16
ENSG00000157551	chr21	39529128	39679279	+	150152	2	2	7
ENSG00000250055	chr5	17525344	17525938	+	595	0	0	0
ENSG00000165807	chr14	65016620	65056098	+	39479	0	0	0
ENSG00000200089	chr14	101459573	101459647	+	75	0	0	0
ENSG00000222095	chr14	101460594	101460667	+	74	0	0	0
ENSG00000124875	chr4	74702214	74714781	+	12568	0	0	1
ENSG00000252009	chr14	101463990	101464061	+	72	0	0	0
ENSG00000222185	chr14	101464804	101464878	+	75	0	0	0
ENSG00000228952	chr3	187166633	187167238	+	606	0	0	1
ENSG00000242293	chr14	69489867	69490025	-	159	0	0	0
ENSG00000199088	chr14	101488366	101488491	+	126	0	0	0
ENSG00000240950	chr3	142545938	142546570	-	633	0	0	0
ENSG00000259165	chr14	69550115	69552106	+	1992	0	0	0
ENSG00000223401	chr3	187461474	187463208	+	1735	0	0	0
ENSG00000130347	chr6	107018903	107077373	-	58471	41	2	76
ENSG00000199109	chr14	101489662	101489757	+	96	0	0	0
ENSG00000250296	chr5	17528778	17529372	+	595	0	0	0
ENSG00000183576	chr14	99864083	99947216	-	83134	3482	20	480
ENSG00000206768	chr14	69610569	69610670	-	102	0	0	0
ENSG00000207749	chr14	101490114	101490215	+	102	0	0	0
ENSG00000243818	chr3	142645517	142661376	+	15860	0	0	0
ENSG00000224049	chr3	187513975	187523046	+	9072	0	0	1
ENSG00000234189	chr2	22539925	22540116	+	192	0	0	0
ENSG00000198682	chr10	89419370	89507462	+	88093	39	12	60
ENSG00000258957	chr14	69649737	69680809	-	31073	2	2	1
ENSG00000228850	chrY	24210845	24211859	+	1015	0	0	0
ENSG00000175336	chr12	56754353	56756607	-	2255	0	0	1
ENSG00000236864	chr3	187650552	187664009	-	13458	0	0	0
ENSG00000258520	chr14	69705883	69727284	-	21402	0	0	12
ENSG00000264488	chr17	38959996	38965548	+	5553	0	0	0
ENSG00000224187	chr3	187676563	187694195	-	17633	0	0	0
ENSG00000265359	chr17	39007052	39019534	+	12483	0	0	2
ENSG00000256298	chr12	130531677	130532921	+	1245	0	0	0
ENSG00000244237	chr14	70027736	70028187	-	452	6	4	0
ENSG00000221060	chr14	70270920	70271048	-	129	0	0	0
ENSG00000250807	chr5	17585271	17585876	-	606	0	0	0
ENSG00000234477	chr17	39077682	39132178	+	54497	1	1	1
ENSG00000232029	chrY	24214967	24215298	+	332	0	0	0
