type	depth	gene_subset	seed	subsampled_cells	individual	replicate	lower_q	upper_q	available_ensg	used_ensg	available_ercc	used_ercc	potential_cells	available_cells	pearson_ensg	pearson_ercc	spearman_ensg	spearman_ercc	detected_ensg	detected_ercc	mean_counts_ensg	mean_counts_ercc	var_pearson	var_spearman
reads	4000000	lower	8	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.7746	0.74739	0.7904	0.84416	6073	22	109081.82	338.02	0.65482	0.78435
molecules	4000000	lower	8	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.76123	0.70972	0.80439	0.80057	6073	22	5294.34	13.74	0.95817	0.95747
reads	4000000	upper	8	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.87655	0.98627	0.82801	0.97967	6096	22	1731819.12	30210.82	0.92846	0.91451
molecules	4000000	upper	8	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.89269	0.98699	0.84945	0.97374	6096	22	65785.7	1207.62	0.98545	0.97771
reads	50000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89223	0.97163	0.91198	0.97526	11701	42	21942.88	488.44	0.93736	0.91799
molecules	50000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.90634	0.97274	0.9241	0.97475	11701	42	12583.56	256.68	0.95368	0.95632
reads	50000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.6909	0.78797	0.73154	0.88795	5606	21	1364.8	4.48	0.71372	0.74313
molecules	50000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.70624	0.75291	0.7572	0.86702	5606	21	807.46	2.44	0.82144	0.8418
reads	50000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.86077	0.97986	0.80947	0.96639	6095	22	20578.08	484.34	0.92644	0.89418
molecules	50000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87976	0.98881	0.83297	0.9774	6095	22	11776.1	254.48	0.95832	0.93955
reads	250000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.9044	0.97351	0.92046	0.97527	12030	43	109618.76	2430.92	0.90691	0.92456
molecules	250000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92529	0.97958	0.93568	0.98115	12030	43	24011.2	445.44	0.97159	0.97123
reads	250000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.74311	0.79652	0.76683	0.90508	5934	22	6806.9	24.98	0.72105	0.76229
molecules	250000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.76392	0.8323	0.79897	0.90173	5934	22	1608.76	4.62	0.8879	0.89952
reads	250000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.86634	0.97996	0.81337	0.96838	6096	22	102811.86	2408.62	0.923	0.90049
molecules	250000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89404	0.98932	0.84903	0.97628	6096	22	22402.44	441.36	0.97119	0.95637
reads	500000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.90622	0.97336	0.92175	0.97131	12096	43	219287.32	4864.9	0.89006	0.92602
molecules	500000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92538	0.97734	0.93521	0.9799	12096	43	29145.14	529.22	0.97679	0.97474
reads	500000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.74917	0.79532	0.77068	0.90401	6000	22	13624.84	49.24	0.70598	0.76775
molecules	500000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.76056	0.80048	0.79852	0.88739	6000	22	2014.42	5.48	0.90556	0.91256
reads	500000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.86762	0.97828	0.81457	0.95935	6096	22	205662.48	4821.1	0.92314	0.90204
molecules	500000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89448	0.98936	0.84961	0.97769	6096	22	27130.72	524.36	0.97473	0.96054
reads	1500000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.9059	0.97468	0.92262	0.97101	12148	43	657731.4	14601.3	0.86368	0.9276
molecules	1500000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92413	0.97338	0.93384	0.9744	12148	43	42449.16	765.74	0.98408	0.98001
reads	1500000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.75129	0.8124	0.77419	0.89949	6052	22	40833.04	147.08	0.67575	0.77276
molecules	1500000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.75292	0.74562	0.79631	0.84437	6052	22	3062.76	7.88	0.93125	0.93209
reads	1500000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.8682	0.97797	0.81526	0.9616	6096	22	616898.36	14471.68	0.92407	0.90287
molecules	1500000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89209	0.98959	0.84711	0.97967	6096	22	39386.4	758.7	0.9795	0.96704
reads	4000000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	112	0.91529	0.96751	0.92786	0.95722	12173	43	1817516.26	31554.26	0.85235	0.93433
molecules	4000000	all	9	50	NA19098	NA	0	1	12192	12192	43	43	142	112	0.92724	0.96622	0.93528	0.97255	12173	43	69680.18	1204.3	0.98954	0.98659
reads	4000000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.77432	0.6838	0.79013	0.73877	6077	22	108894.6	347.6	0.65409	0.78665
molecules	4000000	lower	9	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.76208	0.6725	0.80284	0.82994	6077	22	5185.8	13.4	0.959	0.95574
reads	4000000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.87405	0.98663	0.82506	0.97628	6096	22	1708621.66	31252.22	0.92663	0.91297
molecules	4000000	upper	9	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.89277	0.98548	0.84874	0.97741	6096	22	64494.38	1192.38	0.9849	0.97592
reads	50000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.89913	0.94644	0.91653	0.95657	11758	42	22727.66	447.74	0.94055	0.92184
molecules	50000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.91173	0.96557	0.92739	0.96969	11758	42	13318.36	244.86	0.95548	0.9568
reads	50000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.69627	0.56437	0.73271	0.72115	5662	21	1336.18	4.74	0.71464	0.74301
molecules	50000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.71353	0.66992	0.75972	0.80957	5662	21	815.94	2.52	0.81937	0.84467
reads	50000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87192	0.98972	0.82191	0.97374	6096	22	21391.48	443.5	0.92957	0.90123
molecules	50000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.88731	0.99213	0.84025	0.97852	6096	22	12502.42	242.62	0.95892	0.93887
reads	250000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.91051	0.94213	0.92512	0.97021	12060	42	113552.42	2222.72	0.91086	0.92806
molecules	250000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92887	0.96805	0.93827	0.97684	12059	42	25652.3	441.58	0.97283	0.9714
reads	250000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.74637	0.59453	0.76774	0.82124	5964	21	6674.76	24.14	0.72061	0.76101
molecules	250000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.76979	0.70242	0.80029	0.85903	5963	21	1661.78	4.74	0.8888	0.89875
reads	250000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87676	0.98959	0.82656	0.97516	6096	22	106877.66	2201.46	0.92595	0.90822
molecules	250000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89962	0.99466	0.85486	0.98051	6096	22	23990.52	437.42	0.97113	0.95637
reads	500000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.90953	0.9534	0.92614	0.96923	12103	43	227211.24	4438.62	0.89353	0.92966
molecules	500000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92759	0.97619	0.93768	0.97303	12102	43	30889.96	526.16	0.97764	0.97477
reads	500000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.74587	0.64201	0.7718	0.81841	6007	22	13386.8	48.52	0.70581	0.76813
molecules	500000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.76269	0.76459	0.80009	0.83381	6006	22	2066.04	5.68	0.90874	0.91258
reads	500000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87728	0.98897	0.82719	0.97064	6096	22	213824.44	4396.02	0.92595	0.90927
molecules	500000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89929	0.99394	0.85484	0.97967	6096	22	28823.92	521.1	0.97419	0.95926
reads	1500000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.91143	0.94153	0.92683	0.97285	12158	43	681628.68	13324.74	0.86643	0.93078
molecules	1500000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	142	0.92664	0.97355	0.93592	0.97081	12158	43	43837.98	751.88	0.98438	0.98023
reads	1500000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.7545	0.60689	0.77523	0.8523	6062	22	40173.46	145.82	0.67343	0.7725
molecules	1500000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	142	0.75609	0.73974	0.79799	0.81178	6062	22	3083.64	7.7	0.93543	0.9337
reads	1500000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.87793	0.98864	0.82764	0.97064	6096	22	641455.22	13196.32	0.92659	0.91019
molecules	1500000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	142	0.89647	0.9927	0.85191	0.97967	6096	22	40754.34	745	0.97876	0.96548
reads	4000000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	112	0.91566	0.96834	0.93029	0.96104	12165	43	1840074.92	31044.66	0.85355	0.93725
molecules	4000000	all	10	50	NA19098	NA	0	1	12192	12192	43	43	142	112	0.92689	0.97073	0.93545	0.9727	12165	43	69606.3	1192.38	0.9897	0.98693
reads	4000000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.77277	0.70973	0.79003	0.78882	6069	22	107681.82	341.02	0.65336	0.79022
molecules	4000000	lower	10	50	NA19098	NA	0	0.5	12192	6096	43	22	142	112	0.75988	0.72256	0.8007	0.83333	6069	22	5132.74	13.24	0.95719	0.95549
reads	4000000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.87962	0.98798	0.83069	0.97741	6096	22	1732393.1	30734.86	0.9301	0.91595
molecules	4000000	upper	10	50	NA19098	NA	0.5	1	12192	6096	43	22	142	112	0.89423	0.98813	0.85085	0.97825	6096	22	64473.56	1180.34	0.98551	0.9773
reads	50000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90194	0.96293	0.91721	0.95219	11824	42	23352.56	441.34	0.93638	0.91759
molecules	50000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91353	0.9767	0.9263	0.97529	11824	42	13742.62	254.02	0.96121	0.95452
reads	50000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.71692	0.66003	0.7513	0.68318	5730	21	1499.44	5.02	0.7029	0.72925
molecules	50000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.73103	0.77588	0.7731	0.84263	5730	21	919.9	2.86	0.815	0.83738
reads	50000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.86535	0.98278	0.81774	0.97967	6096	22	21854	436.96	0.92485	0.89904
molecules	50000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87875	0.98771	0.83198	0.98758	6096	22	12823.32	251.44	0.96037	0.93981
reads	250000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91109	0.97865	0.92595	0.96859	12083	43	116677.64	2234.6	0.9034	0.9258
molecules	250000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92491	0.98543	0.9329	0.98028	12083	43	25752.66	458.9	0.97729	0.97067
reads	250000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75327	0.8029	0.78509	0.81017	5988	22	7490.74	24.72	0.70114	0.75327
molecules	250000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76284	0.86043	0.79449	0.87472	5988	22	1819.94	4.96	0.88717	0.89275
reads	250000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87204	0.98302	0.82336	0.98306	6097	22	109190.84	2212.92	0.92327	0.90603
molecules	250000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88785	0.98789	0.84135	0.98955	6097	22	23933.98	454.38	0.97568	0.96155
reads	500000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91193	0.97795	0.92675	0.96648	12123	43	233365.28	4478.84	0.88574	0.92647
molecules	500000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92362	0.98586	0.93083	0.97851	12123	43	30116.54	527.62	0.98141	0.97482
reads	500000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75865	0.79188	0.78866	0.79447	6028	22	14988.62	48.76	0.68007	0.75636
molecules	500000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75627	0.86348	0.78858	0.86023	6028	22	2198.98	5.66	0.90773	0.90838
reads	500000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87274	0.98377	0.8234	0.98306	6097	22	218384.9	4435.6	0.92276	0.90618
molecules	500000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88639	0.98765	0.83864	0.98532	6097	22	27919.3	522.46	0.9795	0.96585
reads	1500000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91124	0.98102	0.92763	0.97206	12155	43	700300.22	13419.92	0.86134	0.92678
molecules	1500000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.9178	0.98265	0.92621	0.97251	12155	43	39173.76	676	0.98614	0.97949
reads	1500000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75829	0.82149	0.79236	0.83512	6060	22	45002.14	148	0.64663	0.75725
molecules	1500000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.73199	0.82146	0.77702	0.81867	6060	22	3022.92	7.4	0.93077	0.92651
reads	1500000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87285	0.98442	0.82343	0.98419	6097	22	655324.3	13288.66	0.92198	0.90549
molecules	1500000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88137	0.98665	0.83271	0.98532	6097	22	36153.3	669.22	0.98373	0.97068
reads	4000000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.91017	0.96043	0.92884	0.97946	12171	43	1856603.06	33442.26	0.84547	0.92806
molecules	4000000	all	1	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.91585	0.98117	0.92399	0.97546	12171	43	53929.98	905.76	0.98919	0.98401
reads	4000000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.75644	0.74952	0.79848	0.88368	6076	22	118260.58	376.64	0.61999	0.7581
molecules	4000000	lower	1	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.72352	0.81938	0.77344	0.84446	6076	22	4336.06	10.84	0.94983	0.94522
reads	4000000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.8726	0.98596	0.82342	0.98645	6097	22	1738412.42	33089.74	0.9234	0.90603
molecules	4000000	upper	1	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.87696	0.97995	0.82787	0.98419	6097	22	49596.92	895.76	0.98648	0.97561
reads	50000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.89913	0.96059	0.91578	0.95771	11768	41	22686.34	451.42	0.9359	0.91588
molecules	50000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91152	0.96926	0.92537	0.96875	11768	41	13168.7	252.16	0.95866	0.95329
reads	50000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.71422	0.81011	0.75049	0.87362	5674	20	1470.12	5.44	0.70259	0.73042
molecules	50000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.7282	0.79979	0.76978	0.87402	5674	20	888.06	2.88	0.80922	0.83402
reads	50000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.86355	0.97385	0.81599	0.96951	6096	22	21217.14	446.54	0.92474	0.89592
molecules	50000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87869	0.98064	0.83351	0.97374	6096	22	12281.24	249.58	0.95973	0.93853
reads	250000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90873	0.93797	0.92442	0.96058	12072	41	113481.04	2269.06	0.90176	0.92305
molecules	250000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92521	0.96488	0.93346	0.97375	12072	41	24456.68	441.98	0.97507	0.96946
reads	250000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.7499	0.73845	0.78049	0.8339	5977	20	7378.98	27.2	0.69176	0.74659
molecules	250000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76351	0.77906	0.79634	0.86103	5977	20	1736.7	5	0.87979	0.89176
reads	250000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87117	0.97991	0.82177	0.97064	6097	22	106107.94	2244.48	0.924	0.90424
molecules	250000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88909	0.98428	0.84315	0.98193	6097	22	22721.5	437.42	0.97381	0.95879
reads	500000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90864	0.92875	0.92539	0.96058	12111	41	227046.46	4543.2	0.88323	0.92288
molecules	500000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92341	0.96476	0.93141	0.97183	12111	41	28548.78	504.84	0.97973	0.9739
reads	500000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75119	0.72392	0.78409	0.82034	6016	20	14787.74	51.14	0.66679	0.74552
molecules	500000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75493	0.7766	0.79146	0.84211	6016	20	2097.74	5.6	0.90248	0.90901
reads	500000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87184	0.98042	0.82234	0.97628	6097	22	212270	4496.74	0.92356	0.90438
molecules	500000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88756	0.98376	0.84128	0.98193	6097	22	26452.86	499.74	0.97823	0.96413
reads	1500000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90774	0.92448	0.92585	0.95968	12154	42	681216.78	13603.68	0.85813	0.9231
molecules	1500000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91859	0.96778	0.927	0.97345	12154	42	37040.78	642.18	0.98539	0.97909
reads	1500000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75052	0.71719	0.78511	0.80689	6059	21	44341.88	157.52	0.63507	0.74727
molecules	1500000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.73381	0.7564	0.7788	0.85771	6059	21	2861.3	7.44	0.92827	0.92617
reads	1500000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87201	0.98091	0.82229	0.9808	6097	22	636908.28	13460.04	0.92266	0.9031
molecules	1500000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.8832	0.98203	0.83513	0.97741	6097	22	34181.74	635.38	0.98308	0.97028
reads	4000000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.91762	0.95175	0.93265	0.96829	12175	43	1923421.24	31752.12	0.84723	0.92689
molecules	4000000	all	2	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.91963	0.97949	0.92812	0.96915	12175	43	55358.12	888.1	0.98768	0.98339
reads	4000000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.77008	0.72039	0.80403	0.82496	6080	22	117451.18	350.18	0.62065	0.75237
molecules	4000000	lower	2	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.73133	0.79724	0.78259	0.79977	6080	22	4354.26	10.88	0.94758	0.94211
reads	4000000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88027	0.98421	0.83424	0.98419	6097	22	1806048.36	31425.54	0.91876	0.90661
molecules	4000000	upper	2	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88405	0.9794	0.83765	0.98193	6097	22	51006.96	877.98	0.98369	0.97448
reads	50000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90027	0.95317	0.91772	0.95072	11765	41	23379.4	438.48	0.93659	0.91773
molecules	50000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91229	0.96703	0.92671	0.97178	11765	41	13617.84	244.88	0.95922	0.95348
reads	50000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.71342	0.68931	0.75195	0.70345	5672	20	1473.02	4.84	0.70419	0.72748
molecules	50000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.72763	0.73994	0.77075	0.83259	5672	20	891.34	2.62	0.81055	0.83091
reads	50000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.86499	0.97585	0.81986	0.9808	6095	22	21907.32	433.8	0.92426	0.89766
molecules	50000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87832	0.98087	0.83515	0.9839	6095	22	12727.16	242.38	0.9585	0.93885
reads	250000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91029	0.95043	0.9264	0.9701	12068	42	116914.76	2187.92	0.90267	0.92415
molecules	250000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92553	0.97412	0.93463	0.97605	12068	42	25346.02	432.2	0.97638	0.97084
reads	250000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75221	0.758	0.78595	0.82363	5973	21	7353.14	22.34	0.69651	0.748
molecules	250000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.76217	0.79516	0.79882	0.85764	5973	21	1755.04	4.38	0.88331	0.89398
reads	250000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87266	0.97851	0.82461	0.98306	6097	22	109567.88	2166.54	0.92134	0.90408
molecules	250000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.89018	0.98268	0.84466	0.9808	6097	22	23592.56	428.1	0.97455	0.96149
reads	500000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91098	0.94051	0.92723	0.97346	12113	42	233861.7	4366.4	0.88379	0.92427
molecules	500000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92472	0.97382	0.93257	0.97662	12113	42	29584.08	495.1	0.98088	0.97487
reads	500000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75814	0.74496	0.78959	0.84891	6018	21	14721.6	43.8	0.67292	0.74967
molecules	500000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75779	0.8014	0.7933	0.86224	6018	21	2120.54	4.92	0.90518	0.90767
reads	500000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87291	0.97787	0.82467	0.98306	6097	22	219151.44	4324.66	0.92035	0.9039
molecules	500000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88874	0.98209	0.84211	0.9808	6097	22	27465.32	490.48	0.97889	0.96614
reads	1500000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90919	0.92547	0.92788	0.96995	12151	42	701659.64	13130.78	0.8565	0.92472
molecules	1500000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91985	0.97081	0.92838	0.97435	12151	42	38319.38	629.06	0.98607	0.97971
reads	1500000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.75505	0.71156	0.79098	0.82722	6056	21	44215.1	136.28	0.63605	0.75032
molecules	1500000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.7363	0.76244	0.78234	0.845	6056	21	2894.02	6.38	0.92924	0.92631
reads	1500000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87355	0.9788	0.8253	0.98306	6097	22	657477.42	13000.56	0.92052	0.9043
molecules	1500000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.88403	0.9787	0.83617	0.9808	6097	22	35427.72	623.04	0.98366	0.9713
reads	4000000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.90662	0.97017	0.92882	0.9624	12172	43	1904580.56	34076.02	0.83601	0.9256
molecules	4000000	all	3	50	NA19101	NA	0	1	12192	12192	43	43	201	178	0.91608	0.97636	0.92537	0.96451	12172	43	53016.46	882.58	0.9885	0.98344
reads	4000000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.74609	0.78126	0.79503	0.81818	6077	22	120134.88	383.46	0.60444	0.74807
molecules	4000000	lower	3	50	NA19101	NA	0	0.5	12192	6097	43	22	201	178	0.72072	0.80111	0.77626	0.80701	6077	22	4220.36	11.02	0.94684	0.94232
reads	4000000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.87418	0.98085	0.82713	0.9808	6097	22	1784514.54	33727.98	0.92115	0.90528
molecules	4000000	upper	3	50	NA19101	NA	0.5	1	12192	6097	43	22	201	178	0.88004	0.97565	0.83255	0.9808	6097	22	48799.04	872.52	0.98543	0.97453
reads	50000	all	4	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.89789	0.9417	0.91567	0.96785	11809	39	22750.72	481.96	0.93702	0.91781
molecules	50000	all	4	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.91048	0.95692	0.92474	0.96973	11809	39	13243.72	270.82	0.96024	0.95471
reads	50000	lower	4	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.70936	0.71682	0.74788	0.82327	5714	18	1528.68	5.5	0.70449	0.7282
molecules	50000	lower	4	50	NA19101	NA	0	0.5	12192	6097	43	22	201	201	0.72513	0.74199	0.76779	0.80959	5714	18	924.38	3.04	0.81607	0.83565
reads	50000	upper	4	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.86099	0.98516	0.813	0.98306	6097	22	21222.94	476.8	0.9267	0.89975
molecules	50000	upper	4	50	NA19101	NA	0.5	1	12192	6097	43	22	201	201	0.87535	0.98761	0.82836	0.98645	6097	22	12319.9	267.96	0.96095	0.94197
reads	250000	all	4	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.90737	0.92073	0.92399	0.97096	12080	40	113766.88	2432.8	0.9035	0.92607
molecules	250000	all	4	50	NA19101	NA	0	1	12192	12192	43	43	201	201	0.92321	0.95435	0.93122	0.97514	12080	40	24636.86	477.06	0.97674	0.97069
