individual	replicate	well	rmdup	Assigned	Unassigned_Ambiguity	Unassigned_MultiMapping	Unassigned_NoFeatures	Unassigned_Unmapped	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_Chimera	Unassigned_Secondary	Unassigned_Nonjunction	Unassigned_Duplicate
NA19101	r1	E01	molecules	86378	1737	0	77931	0	0	0	0	0	0	0
NA19101	r1	E01	reads	3116041	57623	0	1826090	1976087	0	0	0	0	0	0
NA19101	r1	E02	molecules	52914	1106	0	43413	0	0	0	0	0	0	0
NA19101	r1	E02	reads	1654450	33077	0	908313	948951	0	0	0	0	0	0
NA19101	r1	E03	molecules	79485	1510	0	60165	0	0	0	0	0	0	0
NA19101	r1	E03	reads	2847097	51342	0	1327273	1560136	0	0	0	0	0	0
NA19101	r1	E04	molecules	83279	1635	0	65627	0	0	0	0	0	0	0
NA19101	r1	E04	reads	3589779	64200	0	1760477	1626388	0	0	0	0	0	0
NA19101	r1	E05	molecules	43165	813	0	38665	0	0	0	0	0	0	0
NA19101	r1	E05	reads	1559499	21482	0	1059454	1251486	0	0	0	0	0	0
NA19101	r1	E06	molecules	42014	823	0	32495	0	0	0	0	0	0	0
NA19101	r1	E06	reads	1267292	20270	0	637134	1065447	0	0	0	0	0	0
NA19101	r1	E07	molecules	77646	1667	0	60476	0	0	0	0	0	0	0
NA19101	r1	E07	reads	2996836	56673	0	1381124	1373988	0	0	0	0	0	0
NA19101	r1	E08	molecules	53469	1090	0	42807	0	0	0	0	0	0	0
NA19101	r1	E08	reads	2041212	43165	0	882807	1290002	0	0	0	0	0	0
NA19101	r1	E09	molecules	18106	339	0	17040	0	0	0	0	0	0	0
NA19101	r1	E09	reads	319197	4237	0	206841	420350	0	0	0	0	0	0
NA19101	r1	E10	molecules	57122	1236	0	43122	0	0	0	0	0	0	0
NA19101	r1	E10	reads	2052342	45789	0	1052168	1159340	0	0	0	0	0	0
NA19101	r1	E11	molecules	18902	331	0	13611	0	0	0	0	0	0	0
NA19101	r1	E11	reads	346854	2029	0	210267	509122	0	0	0	0	0	0
NA19101	r1	E12	molecules	65248	1407	0	49670	0	0	0	0	0	0	0
NA19101	r1	E12	reads	2715497	56676	0	1203420	1478654	0	0	0	0	0	0
NA19101	r1	F01	molecules	73191	1510	0	54139	0	0	0	0	0	0	0
NA19101	r1	F01	reads	1851834	35587	0	969907	1128539	0	0	0	0	0	0
NA19101	r1	F02	molecules	96653	2077	0	79976	0	0	0	0	0	0	0
NA19101	r1	F02	reads	3513218	75773	0	1747591	1727480	0	0	0	0	0	0
NA19101	r1	F03	molecules	87559	1851	0	74255	0	0	0	0	0	0	0
NA19101	r1	F03	reads	3552914	68131	0	2000848	1624952	0	0	0	0	0	0
NA19101	r1	F04	molecules	71011	1460	0	59601	0	0	0	0	0	0	0
NA19101	r1	F04	reads	3080125	58078	0	1770536	1886600	0	0	0	0	0	0
NA19101	r1	F05	molecules	17796	306	0	10578	0	0	0	0	0	0	0
NA19101	r1	F05	reads	213248	1824	0	64604	278985	0	0	0	0	0	0
NA19101	r1	F06	molecules	123207	2567	0	89149	0	0	0	0	0	0	0
NA19101	r1	F06	reads	2323598	45678	0	1308221	1083353	0	0	0	0	0	0
NA19101	r1	F07	molecules	77434	1557	0	62525	0	0	0	0	0	0	0
NA19101	r1	F07	reads	2735154	54035	0	1304727	1314837	0	0	0	0	0	0
NA19101	r1	F08	molecules	84413	1673	0	65483	0	0	0	0	0	0	0
NA19101	r1	F08	reads	2760458	50075	0	1300339	1266377	0	0	0	0	0	0
NA19101	r1	F09	molecules	77177	1647	0	61031	0	0	0	0	0	0	0
NA19101	r1	F09	reads	2801688	58126	0	1356559	1279091	0	0	0	0	0	0
NA19101	r1	F10	molecules	20168	368	0	17350	0	0	0	0	0	0	0
NA19101	r1	F10	reads	354197	2941	0	346317	542239	0	0	0	0	0	0
NA19101	r1	F11	molecules	56279	1180	0	44871	0	0	0	0	0	0	0
NA19101	r1	F11	reads	2185004	43072	0	1141299	1292078	0	0	0	0	0	0
NA19101	r1	F12	molecules	63221	1329	0	47752	0	0	0	0	0	0	0
NA19101	r1	F12	reads	2207014	41527	0	1003086	1269209	0	0	0	0	0	0
NA19101	r1	G01	molecules	30887	517	0	30465	0	0	0	0	0	0	0
NA19101	r1	G01	reads	672753	5479	0	545122	851231	0	0	0	0	0	0
NA19101	r1	G02	molecules	59686	1209	0	57525	0	0	0	0	0	0	0
NA19101	r1	G02	reads	2336452	39992	0	1722512	1606093	0	0	0	0	0	0
NA19101	r1	G03	molecules	65664	1302	0	60075	0	0	0	0	0	0	0
NA19101	r1	G03	reads	2664132	48533	0	1694011	1491758	0	0	0	0	0	0
NA19101	r1	G04	molecules	65429	1286	0	48422	0	0	0	0	0	0	0
NA19101	r1	G04	reads	2492348	45789	0	1189034	1600125	0	0	0	0	0	0
NA19101	r1	G05	molecules	59724	1187	0	44795	0	0	0	0	0	0	0
NA19101	r1	G05	reads	2245627	39903	0	1078581	1298928	0	0	0	0	0	0
NA19101	r1	G06	molecules	26280	484	0	18265	0	0	0	0	0	0	0
NA19101	r1	G06	reads	340665	2475	0	232808	455906	0	0	0	0	0	0
NA19101	r1	G07	molecules	59941	1236	0	48690	0	0	0	0	0	0	0
NA19101	r1	G07	reads	2162383	42223	0	998450	1399588	0	0	0	0	0	0
NA19101	r1	G08	molecules	68459	1370	0	55049	0	0	0	0	0	0	0
NA19101	r1	G08	reads	2373802	42624	0	1262870	1364414	0	0	0	0	0	0
NA19101	r1	G09	molecules	63688	1367	0	49868	0	0	0	0	0	0	0
NA19101	r1	G09	reads	2539421	51702	0	1144980	1196361	0	0	0	0	0	0
NA19101	r1	G10	molecules	59162	1308	0	45710	0	0	0	0	0	0	0
NA19101	r1	G10	reads	2535669	45176	0	1222975	1334624	0	0	0	0	0	0
NA19101	r1	G11	molecules	65335	1356	0	49520	0	0	0	0	0	0	0
NA19101	r1	G11	reads	2434249	47660	0	1123948	1106622	0	0	0	0	0	0
NA19101	r1	G12	molecules	79624	1765	0	61232	0	0	0	0	0	0	0
NA19101	r1	G12	reads	3449086	68121	0	1601986	1719257	0	0	0	0	0	0
NA19101	r1	H01	molecules	82060	1718	0	62488	0	0	0	0	0	0	0
NA19101	r1	H01	reads	3297716	67957	0	1430248	1472938	0	0	0	0	0	0
NA19101	r1	H02	molecules	74825	1568	0	63444	0	0	0	0	0	0	0
NA19101	r1	H02	reads	3325221	68958	0	1729599	1768745	0	0	0	0	0	0
NA19101	r1	H03	molecules	69675	1352	0	59709	0	0	0	0	0	0	0
NA19101	r1	H03	reads	2874187	52070	0	1386481	1786601	0	0	0	0	0	0
NA19101	r1	H04	molecules	30723	557	0	26298	0	0	0	0	0	0	0
NA19101	r1	H04	reads	577433	5877	0	577626	889438	0	0	0	0	0	0
NA19101	r1	H05	molecules	79459	1691	0	58669	0	0	0	0	0	0	0
NA19101	r1	H05	reads	3294164	65205	0	1550176	1794775	0	0	0	0	0	0
NA19101	r1	H06	molecules	82316	1754	0	62757	0	0	0	0	0	0	0
NA19101	r1	H06	reads	3888440	73298	0	1613887	1964224	0	0	0	0	0	0
NA19101	r1	H07	molecules	121280	2613	0	90533	0	0	0	0	0	0	0
NA19101	r1	H07	reads	2081733	41026	0	1155190	1035530	0	0	0	0	0	0
NA19101	r1	H08	molecules	59786	1219	0	48200	0	0	0	0	0	0	0
NA19101	r1	H08	reads	2363201	45129	0	1028783	1323581	0	0	0	0	0	0
NA19101	r1	H09	molecules	17728	326	0	13703	0	0	0	0	0	0	0
NA19101	r1	H09	reads	333351	3443	0	190980	432359	0	0	0	0	0	0
NA19101	r1	H10	molecules	67855	1478	0	46819	0	0	0	0	0	0	0
NA19101	r1	H10	reads	3621691	70809	0	1384880	1656243	0	0	0	0	0	0
NA19101	r1	H11	molecules	117455	2548	0	80083	0	0	0	0	0	0	0
NA19101	r1	H11	reads	2777654	55590	0	1293901	1252096	0	0	0	0	0	0
NA19101	r1	H12	molecules	50336	1098	0	33771	0	0	0	0	0	0	0
NA19101	r1	H12	reads	2092689	39635	0	815782	1144711	0	0	0	0	0	0
NA19101	r2	A01	molecules	59330	1155	0	51535	0	0	0	0	0	0	0
NA19101	r2	A01	reads	2639750	46670	0	1527042	1722285	0	0	0	0	0	0
NA19101	r2	A02	molecules	61730	1262	0	48699	0	0	0	0	0	0	0
NA19101	r2	A02	reads	2875900	54463	0	1255062	1969510	0	0	0	0	0	0
NA19101	r2	A03	molecules	24514	362	0	22109	0	0	0	0	0	0	0
NA19101	r2	A03	reads	847930	9807	0	457140	824101	0	0	0	0	0	0
NA19101	r2	A04	molecules	32825	529	0	29949	0	0	0	0	0	0	0
NA19101	r2	A04	reads	1181120	15645	0	837508	1216234	0	0	0	0	0	0
NA19101	r2	A05	molecules	65107	1191	0	53280	0	0	0	0	0	0	0
NA19101	r2	A05	reads	3000559	52407	0	1464397	2147751	0	0	0	0	0	0
NA19101	r2	A06	molecules	54570	1070	0	47470	0	0	0	0	0	0	0
NA19101	r2	A06	reads	2361335	41976	0	1333874	1809082	0	0	0	0	0	0
NA19101	r2	A07	molecules	33744	579	0	33353	0	0	0	0	0	0	0
NA19101	r2	A07	reads	1050962	15952	0	767817	1206077	0	0	0	0	0	0
NA19101	r2	A08	molecules	66721	1266	0	55883	0	0	0	0	0	0	0
NA19101	r2	A08	reads	2852828	55016	0	1419386	1863159	0	0	0	0	0	0
NA19101	r2	A09	molecules	69925	1449	0	62996	0	0	0	0	0	0	0
NA19101	r2	A09	reads	2326749	49083	0	1190407	1400731	0	0	0	0	0	0
NA19101	r2	A10	molecules	47880	947	0	37752	0	0	0	0	0	0	0
NA19101	r2	A10	reads	2110901	39278	0	1001527	1221594	0	0	0	0	0	0
NA19101	r2	A11	molecules	26885	472	0	21081	0	0	0	0	0	0	0
NA19101	r2	A11	reads	1092812	18171	0	496931	810670	0	0	0	0	0	0
NA19101	r2	A12	molecules	23850	419	0	24339	0	0	0	0	0	0	0
NA19101	r2	A12	reads	762910	10813	0	599529	829922	0	0	0	0	0	0
NA19101	r2	B01	molecules	32671	556	0	34178	0	0	0	0	0	0	0
NA19101	r2	B01	reads	1081007	16306	0	752889	1314631	0	0	0	0	0	0
NA19101	r2	B02	molecules	78075	1500	0	74277	0	0	0	0	0	0	0
NA19101	r2	B02	reads	2739275	53616	0	1701617	1576274	0	0	0	0	0	0
NA19101	r2	B03	molecules	65237	1260	0	56680	0	0	0	0	0	0	0
NA19101	r2	B03	reads	2603087	49142	0	1474847	1554039	0	0	0	0	0	0
NA19101	r2	B04	molecules	39623	639	0	39026	0	0	0	0	0	0	0
NA19101	r2	B04	reads	1595466	19792	0	1219192	1629823	0	0	0	0	0	0
NA19101	r2	B05	molecules	37453	655	0	35556	0	0	0	0	0	0	0
NA19101	r2	B05	reads	1361880	20282	0	1036649	1294450	0	0	0	0	0	0
NA19101	r2	B06	molecules	69607	1376	0	50936	0	0	0	0	0	0	0
NA19101	r2	B06	reads	3053685	55231	0	1271069	1579935	0	0	0	0	0	0
NA19101	r2	B07	molecules	22280	423	0	16032	0	0	0	0	0	0	0
NA19101	r2	B07	reads	634899	9993	0	184777	603337	0	0	0	0	0	0
NA19101	r2	B08	molecules	44559	852	0	36667	0	0	0	0	0	0	0
NA19101	r2	B08	reads	1736501	34607	0	780410	1213033	0	0	0	0	0	0
NA19101	r2	B09	molecules	71049	1356	0	59156	0	0	0	0	0	0	0
NA19101	r2	B09	reads	2999618	53298	0	1449899	1627274	0	0	0	0	0	0
NA19101	r2	B10	molecules	51520	979	0	37363	0	0	0	0	0	0	0
NA19101	r2	B10	reads	2077238	39882	0	775461	1240005	0	0	0	0	0	0
NA19101	r2	B11	molecules	29333	549	0	20908	0	0	0	0	0	0	0
NA19101	r2	B11	reads	1110233	19379	0	349312	875859	0	0	0	0	0	0
NA19101	r2	B12	molecules	70412	1317	0	54618	0	0	0	0	0	0	0
NA19101	r2	B12	reads	2946782	51735	0	1279023	1665021	0	0	0	0	0	0
NA19101	r2	C01	molecules	44219	756	0	46577	0	0	0	0	0	0	0
NA19101	r2	C01	reads	1754291	28142	0	1418368	1528261	0	0	0	0	0	0
NA19101	r2	C02	molecules	30815	514	0	34412	0	0	0	0	0	0	0
NA19101	r2	C02	reads	1063782	12398	0	999297	1246695	0	0	0	0	0	0
NA19101	r2	C03	molecules	49367	881	0	41057	0	0	0	0	0	0	0
NA19101	r2	C03	reads	2098525	36886	0	1022482	1375262	0	0	0	0	0	0
NA19101	r2	C04	molecules	53032	1050	0	36780	0	0	0	0	0	0	0
NA19101	r2	C04	reads	2357748	45162	0	727695	1459534	0	0	0	0	0	0
NA19101	r2	C05	molecules	55297	1039	0	38035	0	0	0	0	0	0	0
NA19101	r2	C05	reads	2263729	42224	0	845282	1315720	0	0	0	0	0	0
NA19101	r2	C06	molecules	69247	1422	0	55504	0	0	0	0	0	0	0
NA19101	r2	C06	reads	2847407	56296	0	1363112	1531753	0	0	0	0	0	0
NA19101	r2	C07	molecules	63432	1301	0	43455	0	0	0	0	0	0	0
NA19101	r2	C07	reads	2414036	48966	0	813677	1116746	0	0	0	0	0	0
NA19101	r2	C08	molecules	56545	1156	0	47076	0	0	0	0	0	0	0
NA19101	r2	C08	reads	2472887	48543	0	1125763	1606954	0	0	0	0	0	0
NA19101	r2	C09	molecules	44673	743	0	40502	0	0	0	0	0	0	0
NA19101	r2	C09	reads	1832927	25456	0	1113093	1276301	0	0	0	0	0	0
NA19101	r2	C10	molecules	21507	401	0	17479	0	0	0	0	0	0	0
NA19101	r2	C10	reads	690418	9100	0	298208	676534	0	0	0	0	0	0
NA19101	r2	C11	molecules	64396	1280	0	51513	0	0	0	0	0	0	0
NA19101	r2	C11	reads	2772914	53313	0	1405436	1509903	0	0	0	0	0	0
NA19101	r2	C12	molecules	28771	491	0	25054	0	0	0	0	0	0	0
NA19101	r2	C12	reads	1059695	16866	0	622721	909025	0	0	0	0	0	0
NA19101	r2	D01	molecules	40877	837	0	31695	0	0	0	0	0	0	0
NA19101	r2	D01	reads	1235968	23554	0	513887	914044	0	0	0	0	0	0
NA19101	r2	D02	molecules	52397	934	0	45559	0	0	0	0	0	0	0
NA19101	r2	D02	reads	2221733	35748	0	1169452	1454310	0	0	0	0	0	0
NA19101	r2	D03	molecules	54576	1114	0	45872	0	0	0	0	0	0	0
NA19101	r2	D03	reads	2368765	44791	0	996084	1532252	0	0	0	0	0	0
NA19101	r2	D04	molecules	74356	1466	0	56291	0	0	0	0	0	0	0
NA19101	r2	D04	reads	2641765	50907	0	1218254	1673424	0	0	0	0	0	0
NA19101	r2	D05	molecules	37850	611	0	43467	0	0	0	0	0	0	0
NA19101	r2	D05	reads	1318474	16461	0	1322194	1229492	0	0	0	0	0	0
NA19101	r2	D06	molecules	56803	1132	0	49525	0	0	0	0	0	0	0
NA19101	r2	D06	reads	2267363	40581	0	1297262	1323194	0	0	0	0	0	0
NA19101	r2	D07	molecules	133733	2443	0	111670	0	0	0	0	0	0	0
NA19101	r2	D07	reads	1510560	24626	0	1107754	981942	0	0	0	0	0	0
NA19101	r2	D08	molecules	89080	1819	0	68786	0	0	0	0	0	0	0
NA19101	r2	D08	reads	2948315	57828	0	1425227	1461684	0	0	0	0	0	0
NA19101	r2	D09	molecules	49186	852	0	59103	0	0	0	0	0	0	0
NA19101	r2	D09	reads	1614309	26723	0	1656978	1808681	0	0	0	0	0	0
NA19101	r2	D10	molecules	65448	1154	0	61911	0	0	0	0	0	0	0
NA19101	r2	D10	reads	2651346	41073	0	1842494	1726669	0	0	0	0	0	0
NA19101	r2	D11	molecules	50857	1046	0	38819	0	0	0	0	0	0	0
NA19101	r2	D11	reads	2240387	40932	0	920523	1395528	0	0	0	0	0	0
NA19101	r2	D12	molecules	35431	612	0	29721	0	0	0	0	0	0	0
NA19101	r2	D12	reads	1402714	20272	0	713354	1013239	0	0	0	0	0	0
NA19101	r2	E01	molecules	82604	1461	0	63556	0	0	0	0	0	0	0
NA19101	r2	E01	reads	3360488	50171	0	1535886	2084458	0	0	0	0	0	0
NA19101	r2	E02	molecules	69826	1390	0	54113	0	0	0	0	0	0	0
NA19101	r2	E02	reads	2656334	52001	0	1114731	1414069	0	0	0	0	0	0
NA19101	r2	E03	molecules	51505	903	0	42237	0	0	0	0	0	0	0
NA19101	r2	E03	reads	1151056	15021	0	731486	1097145	0	0	0	0	0	0
NA19101	r2	E04	molecules	80931	1522	0	66958	0	0	0	0	0	0	0
NA19101	r2	E04	reads	3217889	58280	0	1654665	1879009	0	0	0	0	0	0
NA19101	r2	E05	molecules	28633	477	0	33702	0	0	0	0	0	0	0
NA19101	r2	E05	reads	735609	10137	0	1029829	1171271	0	0	0	0	0	0
NA19101	r2	E06	molecules	70777	1294	0	67765	0	0	0	0	0	0	0
NA19101	r2	E06	reads	2817688	44805	0	2046034	2030947	0	0	0	0	0	0
NA19101	r2	E07	molecules	73100	1367	0	78464	0	0	0	0	0	0	0
NA19101	r2	E07	reads	2366167	43973	0	1721874	1919099	0	0	0	0	0	0
NA19101	r2	E08	molecules	173665	3536	0	112906	0	0	0	0	0	0	0
NA19101	r2	E08	reads	2136310	39318	0	1136978	1147172	0	0	0	0	0	0
NA19101	r2	E09	molecules	64756	1213	0	62625	0	0	0	0	0	0	0
NA19101	r2	E09	reads	2625897	41869	0	1860935	1658961	0	0	0	0	0	0
NA19101	r2	E10	molecules	73070	1492	0	52671	0	0	0	0	0	0	0
NA19101	r2	E10	reads	2633946	56121	0	1073338	1371317	0	0	0	0	0	0
NA19101	r2	E11	molecules	71259	1328	0	57609	0	0	0	0	0	0	0
NA19101	r2	E11	reads	2826039	51918	0	1531924	1583515	0	0	0	0	0	0
NA19101	r2	E12	molecules	61562	1322	0	44654	0	0	0	0	0	0	0
NA19101	r2	E12	reads	2640727	52345	0	1010969	1566729	0	0	0	0	0	0
NA19101	r2	F01	molecules	90198	1781	0	64524	0	0	0	0	0	0	0
NA19101	r2	F01	reads	2867597	56040	0	1175044	1592992	0	0	0	0	0	0
NA19101	r2	F02	molecules	35663	588	0	28450	0	0	0	0	0	0	0
NA19101	r2	F02	reads	871760	8333	0	529399	913210	0	0	0	0	0	0
NA19101	r2	F03	molecules	90510	1718	0	66293	0	0	0	0	0	0	0
NA19101	r2	F03	reads	3442150	63161	0	1540835	1739214	0	0	0	0	0	0
NA19101	r2	F04	molecules	72212	1439	0	57344	0	0	0	0	0	0	0
NA19101	r2	F04	reads	2992808	57907	0	1521081	1799522	0	0	0	0	0	0
NA19101	r2	F05	molecules	84495	1687	0	68859	0	0	0	0	0	0	0
NA19101	r2	F05	reads	3244854	60110	0	1741387	1786845	0	0	0	0	0	0
NA19101	r2	F06	molecules	103745	2101	0	68601	0	0	0	0	0	0	0
NA19101	r2	F06	reads	3166306	60941	0	1222145	1335233	0	0	0	0	0	0
NA19101	r2	F07	molecules	76571	1550	0	63126	0	0	0	0	0	0	0
NA19101	r2	F07	reads	2699325	52863	0	1297092	1616184	0	0	0	0	0	0
NA19101	r2	F08	molecules	54260	1039	0	47503	0	0	0	0	0	0	0
NA19101	r2	F08	reads	2077917	39619	0	1166958	1392883	0	0	0	0	0	0
NA19101	r2	F09	molecules	46958	939	0	38416	0	0	0	0	0	0	0
NA19101	r2	F09	reads	1767989	35041	0	819056	1156129	0	0	0	0	0	0
NA19101	r2	F10	molecules	33584	586	0	30088	0	0	0	0	0	0	0
NA19101	r2	F10	reads	1298511	19695	0	830424	1128599	0	0	0	0	0	0
NA19101	r2	F11	molecules	26900	478	0	23462	0	0	0	0	0	0	0
NA19101	r2	F11	reads	828579	11903	0	575889	905548	0	0	0	0	0	0
NA19101	r2	F12	molecules	47220	786	0	36280	0	0	0	0	0	0	0
NA19101	r2	F12	reads	1345803	17496	0	788151	1024404	0	0	0	0	0	0
NA19101	r2	G01	molecules	72928	1411	0	61044	0	0	0	0	0	0	0
NA19101	r2	G01	reads	3204473	63431	0	1661402	1950767	0	0	0	0	0	0
NA19101	r2	G02	molecules	76787	1449	0	68174	0	0	0	0	0	0	0
NA19101	r2	G02	reads	2961294	53242	0	1637526	1778938	0	0	0	0	0	0
NA19101	r2	G03	molecules	71347	1332	0	64045	0	0	0	0	0	0	0
NA19101	r2	G03	reads	2920040	51634	0	1828350	1685865	0	0	0	0	0	0
NA19101	r2	G04	molecules	76107	1502	0	60692	0	0	0	0	0	0	0
NA19101	r2	G04	reads	3207871	62095	0	1577151	1949837	0	0	0	0	0	0
NA19101	r2	G05	molecules	44455	860	0	35527	0	0	0	0	0	0	0
NA19101	r2	G05	reads	1548948	28629	0	881531	1172143	0	0	0	0	0	0
NA19101	r2	G06	molecules	34734	566	0	29010	0	0	0	0	0	0	0
NA19101	r2	G06	reads	829142	11041	0	483937	1173072	0	0	0	0	0	0
NA19101	r2	G07	molecules	82066	1519	0	72862	0	0	0	0	0	0	0
NA19101	r2	G07	reads	2890281	52594	0	1728176	1904359	0	0	0	0	0	0
NA19101	r2	G08	molecules	40122	747	0	33572	0	0	0	0	0	0	0
NA19101	r2	G08	reads	1297509	19747	0	681014	1100859	0	0	0	0	0	0
NA19101	r2	G09	molecules	73154	1451	0	56776	0	0	0	0	0	0	0
NA19101	r2	G09	reads	3023586	56682	0	1297262	1396314	0	0	0	0	0	0
NA19101	r2	G10	molecules	32017	481	0	28178	0	0	0	0	0	0	0
NA19101	r2	G10	reads	1156207	14487	0	770310	1099747	0	0	0	0	0	0
NA19101	r2	G11	molecules	35094	580	0	42063	0	0	0	0	0	0	0
NA19101	r2	G11	reads	1209393	18032	0	1320974	1276785	0	0	0	0	0	0
NA19101	r2	G12	molecules	79321	1527	0	65634	0	0	0	0	0	0	0
NA19101	r2	G12	reads	3440217	62956	0	1835650	2057990	0	0	0	0	0	0
NA19101	r2	H01	molecules	70900	1344	0	56818	0	0	0	0	0	0	0
NA19101	r2	H01	reads	2770775	50669	0	1280032	1637699	0	0	0	0	0	0
NA19101	r2	H02	molecules	74988	1325	0	66690	0	0	0	0	0	0	0
NA19101	r2	H02	reads	2769824	45071	0	1749215	1812726	0	0	0	0	0	0
NA19101	r2	H03	molecules	88184	1703	0	71888	0	0	0	0	0	0	0
NA19101	r2	H03	reads	4094037	80405	0	1913235	2111556	0	0	0	0	0	0
NA19101	r2	H04	molecules	15773	305	0	10505	0	0	0	0	0	0	0
NA19101	r2	H04	reads	325984	5148	0	97624	524925	0	0	0	0	0	0
NA19101	r2	H05	molecules	59687	1177	0	43312	0	0	0	0	0	0	0
NA19101	r2	H05	reads	2256737	41838	0	991194	1532308	0	0	0	0	0	0
NA19101	r2	H06	molecules	77767	1572	0	64019	0	0	0	0	0	0	0
NA19101	r2	H06	reads	3522691	66713	0	1891720	2110243	0	0	0	0	0	0
NA19101	r2	H07	molecules	87676	1760	0	69317	0	0	0	0	0	0	0
NA19101	r2	H07	reads	2885346	52371	0	1491433	1543061	0	0	0	0	0	0
NA19101	r2	H08	molecules	60749	1244	0	47747	0	0	0	0	0	0	0
NA19101	r2	H08	reads	2769153	55690	0	1059290	1657064	0	0	0	0	0	0
NA19101	r2	H09	molecules	38965	637	0	43587	0	0	0	0	0	0	0
NA19101	r2	H09	reads	1540208	21193	0	1476487	1576354	0	0	0	0	0	0
NA19101	r2	H10	molecules	19005	308	0	13234	0	0	0	0	0	0	0
NA19101	r2	H10	reads	666555	9400	0	277042	743348	0	0	0	0	0	0
NA19101	r2	H11	molecules	36112	709	0	31975	0	0	0	0	0	0	0
NA19101	r2	H11	reads	1538064	29419	0	1036986	1300759	0	0	0	0	0	0
NA19101	r2	H12	molecules	25537	460	0	26469	0	0	0	0	0	0	0
NA19101	r2	H12	reads	846471	13405	0	750642	1128261	0	0	0	0	0	0
NA19101	r3	A01	molecules	27715	443	0	37105	0	0	0	0	0	0	0
NA19101	r3	A01	reads	1152362	14270	0	1441058	1199617	0	0	0	0	0	0
NA19101	r3	A02	molecules	20392	301	0	19460	0	0	0	0	0	0	0
NA19101	r3	A02	reads	695668	4813	0	429585	844337	0	0	0	0	0	0
NA19101	r3	A03	molecules	8454	137	0	6791	0	0	0	0	0	0	0
NA19101	r3	A03	reads	169356	2642	0	68286	243034	0	0	0	0	0	0
NA19101	r3	A04	molecules	116664	2433	0	80050	0	0	0	0	0	0	0
NA19101	r3	A04	reads	1756193	34884	0	996080	931681	0	0	0	0	0	0
NA19101	r3	A05	molecules	10447	175	0	8283	0	0	0	0	0	0	0
NA19101	r3	A05	reads	241886	3274	0	134612	383952	0	0	0	0	0	0
NA19101	r3	A06	molecules	54216	1052	0	45398	0	0	0	0	0	0	0
NA19101	r3	A06	reads	2144780	38176	0	1232305	1324498	0	0	0	0	0	0
NA19101	r3	A07	molecules	57450	1061	0	59967	0	0	0	0	0	0	0
NA19101	r3	A07	reads	2057540	34758	0	1493403	1308105	0	0	0	0	0	0
NA19101	r3	A08	molecules	127697	2675	0	79477	0	0	0	0	0	0	0
NA19101	r3	A08	reads	1868514	38580	0	875684	833310	0	0	0	0	0	0
NA19101	r3	A09	molecules	35616	567	0	36056	0	0	0	0	0	0	0
NA19101	r3	A09	reads	1389867	15176	0	1038207	1208343	0	0	0	0	0	0
NA19101	r3	A10	molecules	75631	1607	0	48767	0	0	0	0	0	0	0
NA19101	r3	A10	reads	2683220	54206	0	1030722	1357757	0	0	0	0	0	0
NA19101	r3	A11	molecules	26181	428	0	25941	0	0	0	0	0	0	0
NA19101	r3	A11	reads	1000796	12385	0	798655	990695	0	0	0	0	0	0
NA19101	r3	A12	molecules	54053	1061	0	41575	0	0	0	0	0	0	0
NA19101	r3	A12	reads	2056599	37517	0	947624	1121970	0	0	0	0	0	0
NA19101	r3	B01	molecules	69458	1442	0	55768	0	0	0	0	0	0	0
NA19101	r3	B01	reads	3128115	64201	0	1480532	1588721	0	0	0	0	0	0
NA19101	r3	B02	molecules	72845	1557	0	52626	0	0	0	0	0	0	0
NA19101	r3	B02	reads	2976079	64524	0	1182344	1385999	0	0	0	0	0	0
NA19101	r3	B03	molecules	169997	3580	0	103923	0	0	0	0	0	0	0
NA19101	r3	B03	reads	2055197	40449	0	983586	1055578	0	0	0	0	0	0
NA19101	r3	B04	molecules	105024	2041	0	76840	0	0	0	0	0	0	0
NA19101	r3	B04	reads	2178446	38250	0	1207478	1297340	0	0	0	0	0	0
NA19101	r3	B05	molecules	18320	297	0	15305	0	0	0	0	0	0	0
NA19101	r3	B05	reads	390753	2758	0	265342	613192	0	0	0	0	0	0
NA19101	r3	B06	molecules	56667	1111	0	45263	0	0	0	0	0	0	0
NA19101	r3	B06	reads	2533866	48570	0	1174848	1401478	0	0	0	0	0	0
NA19101	r3	B07	molecules	82880	1794	0	60283	0	0	0	0	0	0	0
NA19101	r3	B07	reads	2885308	63074	0	1247656	1423273	0	0	0	0	0	0
NA19101	r3	B08	molecules	59505	1235	0	51032	0	0	0	0	0	0	0
NA19101	r3	B08	reads	2708067	57931	0	1493651	1521977	0	0	0	0	0	0
NA19101	r3	B09	molecules	64646	1268	0	47875	0	0	0	0	0	0	0
NA19101	r3	B09	reads	2986037	52402	0	1168155	1392778	0	0	0	0	0	0
NA19101	r3	B10	molecules	64152	1300	0	52684	0	0	0	0	0	0	0
NA19101	r3	B10	reads	2639299	52201	0	1392072	1379029	0	0	0	0	0	0
NA19101	r3	B11	molecules	67227	1350	0	53231	0	0	0	0	0	0	0
NA19101	r3	B11	reads	2746382	53000	0	1410524	1409224	0	0	0	0	0	0
NA19101	r3	B12	molecules	67754	1300	0	54435	0	0	0	0	0	0	0
NA19101	r3	B12	reads	2887203	54541	0	1504100	1491615	0	0	0	0	0	0
NA19101	r3	C01	molecules	21587	353	0	22207	0	0	0	0	0	0	0
NA19101	r3	C01	reads	714099	7831	0	554956	881661	0	0	0	0	0	0
